"asistente","codigoAudiencia"
"Fabiola del Carmen Muñoz Espinoza","ao0051117251"
"Carola Lobos","ao0051117841"
"Mesenia Atenas","am0061118891"
"PATRICIO HERNAN DEL FIERRO SALINAS","am0061236301"
"Freddy Hernan Aguilera Morles","al0071104921"
"Luis Fuentes","al0071215751"
"Andrés Alvarez","an0011171591"
"JOSE IGNACIO BARTOLOME CECCHI","an0011443841"
"Pamela Gana","al0091173021"
"PAULA BARROS MCINTOSH","aj0031242251"
"Rafael Ibarra Coronado","am0101138111"
"Juan Donoso Vasquez","am0101165391"
"juan pablo ventural albornoz","am0101253501"
"Jaime Cisternas Cespedes","ak0061164261"
"Paula Molina Arancibia","am0061207701"
"Ricardo Enrique Riveros Vera","ak0061150411"
"Mario Pablaza","ak0061150411"
"Gonzalo Patricio Menichetti Tassara","an0011119461"
"Patricio Arnaldo Fonseca Mora","an0011150891"
"rosa zamorano","an0011225721"
"Eduardo Toloza","am0071106191"
"Juan Carlos Valenzuela Herrera","an0021196801"
"Claudio Orellana","ao0011144991"
"Luis Rojas Vargas","ao0251121121"
"Fabiola del Carmen Muñoz Espinoza","ao0051125811"
"Fabiola del Carmen Muñoz Espinoza","ao0051183441"
"Fabiola del Carmen Muñoz Espinoza","ao0051201991"
"Cecilia  Pérez Aspe","ao0051204601"
"Claudia Carolina López Gómez","ao0051220761"
"Lorena Mejias Varas","ao0111163311"
"Juan Alberto Roldan Saelzer","ao0051248311"
"Milka Gracanin Vidal","ao0051710761"
"PAMELA ANDREA GUAJARDO RAMIREZ","ap0061198341"
"Pedro  Andrés Sepúlveda Pavéz","ap0071197081"
"Jose miguel Maureira Maureira","ap0091121411"
"Luis Rojas Vargas","ao0251162901"
"Julian Ferrando Davidovich","ao0291222411"
"Elucinda molina Espinoza","ao0321252751"
"Boris Rodrigo Gallardo Nuñez","ao0391165681"
"Claudia Gerlene Pizarro Peña","ap0071114581"
"ANDRES SILVA","ap0071197071"
"Viviana Ledezma Rojas","ao0441238351"
"Jorge Aceituno Reyes","ap0111120881"
"Jorge Aceituno Reyes","ap0111168581"
"Fernando Paredes Gonzalez","ap0111130311"
"Marco Ávila Figueroa","ap0111130311"
"Fernando Paredes Gonzalez","ap0111133301"
"Rodrigo Urra Escobar","ap0111133301"
"Rodrigo Urra Escobar","ap0111138651"
"Juan Eduardo Delgado Castro","ap0111199851"
"Fuad Chahin Valenzuela.","ap0111239091"
"Alejandro Santana Tirachini","ap0121217011"
"Pablo Cabello","ao0091404741"
"Susana Ximena Aguilera Vega","ap0111168661"
"Carlos Vallette Flores","ap0111179961"
"YERKO JAVIER SAEZ GUAJARDO","ao0171149841"
"Patricio Eduardo Díaz Ríos","as0011155411"
"Felipe Alfonso Curia Miranda","as0011184211"
"Yamil Haddad Castillo","as0011208651"
"Patricio Eduardo Díaz Ríos","as0011252531"
"Carlos Vidal Velasquez","ar0031079231"
"ANGEL  CAVIEDES CABEZAS","as0011123051"
"Mario Del Carpio","as0011178741"
"Patricio Eduardo Díaz Ríos","as0011252511"
"jorge silva","as0011270571"
"Alejandra Sepúlveda","ap0081185831"
"Moises Arias","ap0111132511"
"Winston Alburquenque","as0041132841"
"MARIO PAVEZ TOBAR","as0041212451"
"Gonzalo Andrades Morales","as0041242221"
"MARIO PAVEZ TOBAR","as0041126121"
"XIMENA RIVERA","as0041126121"
"Alicia Eugenia Styles Fernandez","as0041126121"
"miguel donoso","as0041126841"
"Gonzalo Andrades Morales","as0041135301"
"Paula Montaño","as0041154681"
"Luis Gutierrez","as0041190201"
"Doris Elizabeth Roa Moraga","as0041224771"
"miguel donoso","as0041254231"
"Gloria Rivas Ortiz","ap0101138431"
"Alvaro Ruiz Ruiz","ap0101218401"
"Susana Ximena Aguilera Vega","aq0011142871"
"JOSÉ LÓPEZ CARTES","aq0011306081"
"MARCELO ALEJANDRO SALAZAR PÉREZ","au0021173141"
"Juan Carlos Oporto","au0041132241"
"Aldo Bouyer","ao0441127711"
"Samuel  Serrano Verdugo","ao0441179831"
"Aldo Bouyer","ao0441211411"
"Luis Valencia","av0011177051"
"Viviana Ledezma Rojas","ao0441133731"
"Viviana Ledezma Rojas","ao0441220751"
"Valeria Muñoz","ao0451299981"
"Marcos Cvjetkovic Muñoz","aw0021147311"
"GIANNI BOZZO","aw0021147311"
"Sergio Garcia","aw0021182401"
"MANUEL PEDRO FAÚNDEZ SALAS","ar0011196431"
"Doris Elizabeth Roa Moraga","as0042064691"
"Sergio Garcia","ao0451299881"
"RICARDO RIVERA TRONCOSO","ao0501225421"
"Luz Marina Andrade Wiederhold","ao0501225421"
" BANGUELICHA SEGUEL BACHILOGLU","ao0511220361"
"Yamil Haddad Castillo","as0011111751"
"Alejandro Fonseca","as0041126461"
"Alejandro Fonseca","as0041178761"
"Doris Elizabeth Roa Moraga","as0041224951"
"Antonieta Donoso Palominos","as0041224951"
"Nelson Urrutia Zapata","aw0021154411"
"Boris Rodrigo Gallardo Nuñez","aw0021198081"
"Fuad Chahin Valenzuela.","ap0011123471"
"Fuad Chahin Valenzuela.","ap0011159041"
"Juan Eduardo Delgado Castro","ap0011159041"
"Jorge Alcaíno","ap0011176971"
"Alberto Pizarro Saldías","ap0011197011"
"Juan Eduardo Delgado Castro","ap0011202871"
"Domingo Enrique Leiva Mena","ap0011207071"
"Victor Gutierrez","ap0011123171"
"Sergio Espejo Yaksic","ap0011159191"
"Nicolás Calderón","ap0011174961"
"CIRO COLOMBARA","ap0011194691"
"Doris Elizabeth Roa Moraga","as0042064771"
"Josefina Greene Lamarca","av0011252661"
"DANIEL GALLARDO NUÑEZ","aw0021150301"
"Denis Alfonso Muñoz Ramos","au0021156471"
"Boris Rodrigo Gallardo Nuñez","aw0041162591"
"CARLOS GUILLERNO ANDRADE VASQUEZ","ao0521201801"
"Jaime Quintana Leal","ap0011135841"
"Rodrigo Torres Hermosilla","ap0011192271"
"marcelo chavez velasquez","ap0011199551"
"Eduardo Enrique Celedon Cadena","mu0571253241"
"Gonzalo Patricio Menichetti Tassara","mu0671126731"
"RODRIGO FIGUEROA RAMIREZ","mu0671175461"
"MARIA TERESA BORQUEZ ALFARO","mu0111514511"
"Carlos Moises Valenzuela Gajardo","mu0641258661"
"RODRIGO FIGUEROA RAMIREZ","mu0671170061"
"RODRIGO FIGUEROA RAMIREZ","mu0671182331"
"Gonzalo Lobos","aw0041223411"
"Luis Salazar","mu1051248651"
"Patricio Abarca","au0011130451"
"Rodrigo Leiva","au0021111171"
"karin saez mellado","mu1051120781"
"maria leon lara","mu1051120781"
"MYRIAM HORTENCIA ALARCON CASTILLO","mu1401184881"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351119871"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351122101"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351175431"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351214541"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351233751"
"José Esteban Schwerter","mu135lc001ap-00011251"
"Cristián Cisternas","mu135lc001ap-00011681"
"Alex Vlastélica","mu135lc001ap-00012671"
"Maria Sol Gonzalez","mu135lc001ap-00012671"
"Pablo Astudillo","mu135lc001ap-00012931"
"Luis Salazar","mu1051248641"
"RODRIGO FIGUEROA RAMIREZ","mu0671104431"
"Claudia Chavez M.","mu0701280841"
"Ricardo Savedra Sepulveda","mu1631192451"
"DIEGO SILVA EDWARDS","mu1201168161"
"Marcela de Lourdes Pérez Lienqueo","mu1531212431"
"Magaly Santibáñez","mu1601246231"
"Miguel Ramírez","mu1601246231"
"Alejandro Carmash Cassis","mu135lc001ap-00010751"
"Mauricio Fuentes Penrroz","mu135lc001ap-00011081"
"Miguel Ariel Gonzalez Peñaloza","mu135lc001ap-00011561"
"Claudia Robbiano","mu135lc001ap-00011631"
"Alejandro Sepúlveda","mu135lc001ap-00012091"
"Karl Manfred Hecht Marchant","mu135lc001ap-00012591"
"CARLOS EDUARDO KOSSACK CALQUIN","mu2501130441"
"Manuel Iván Rojas Ramirez","mu2601367791"
"ALVARO LATORRE SANZ","mu2811167861"
"JORGE MAURICIO ARANDA MORONG","mu2811167861"
"MARIA TERESA BORQUEZ ALFARO","mu2811167861"
"Claudia acuna Bernal","mu2052469761"
"Silvana Andrea Neira Llanos","mu2951206791"
"Silvana Andrea Neira Llanos","mu2951206801"
"Silvana Andrea Neira Llanos","mu2951206831"
"Silvana Andrea Neira Llanos","mu2951206861"
"Silvana Andrea Neira Llanos","mu2951206951"
"Silvana Andrea Neira Llanos","mu2951206961"
"Silvana Andrea Neira Llanos","mu2951206981"
"Silvana Andrea Neira Llanos","mu2951207001"
"Silvana Andrea Neira Llanos","mu2951217841"
"Silvana Andrea Neira Llanos","mu2951217891"
"Silvana Andrea Neira Llanos","mu2951217921"
"Silvana Andrea Neira Llanos","mu2951217941"
"Silvana Andrea Neira Llanos","mu2951217991"
"Silvana Andrea Neira Llanos","mu2951218011"
"Silvana Andrea Neira Llanos","mu2951218091"
"Silvana Andrea Neira Llanos","mu2951218101"
"Silvana Andrea Neira Llanos","mu2951218131"
"Silvana Andrea Neira Llanos","mu2951218221"
"Silvana Andrea Neira Llanos","mu2951241411"
"Silvana Andrea Neira Llanos","mu2951241421"
"Silvana Andrea Neira Llanos","mu2951241451"
"Silvana Andrea Neira Llanos","mu2951241461"
"Silvana Andrea Neira Llanos","mu2951241471"
"Silvana Andrea Neira Llanos","mu2951241491"
"Silvana Andrea Neira Llanos","mu2951241521"
"Silvana Andrea Neira Llanos","mu2951241531"
"Silvana Andrea Neira Llanos","mu2951241551"
"Silvana Andrea Neira Llanos","mu2951241561"
"Silvana Andrea Neira Llanos","mu2951241571"
"Silvana Andrea Neira Llanos","mu2951241581"
"Silvana Andrea Neira Llanos","mu2951241591"
"Silvana Andrea Neira Llanos","mu2951241601"
"Silvana Andrea Neira Llanos","mu2951241631"
"Silvana Andrea Neira Llanos","mu2951241661"
"Silvana Andrea Neira Llanos","mu2951241671"
"Silvana Andrea Neira Llanos","mu2951241681"
"Silvana Andrea Neira Llanos","mu2951241691"
"Silvana Andrea Neira Llanos","mu2951241701"
"Silvana Andrea Neira Llanos","mu2951206781"
"Silvana Andrea Neira Llanos","mu2951206821"
"Silvana Andrea Neira Llanos","mu2951206841"
"Silvana Andrea Neira Llanos","mu2951206871"
"Silvana Andrea Neira Llanos","mu2951206891"
"Silvana Andrea Neira Llanos","mu2951206941"
"Silvana Andrea Neira Llanos","mu2951206991"
"Silvana Andrea Neira Llanos","mu2951217851"
"Silvana Andrea Neira Llanos","mu2951217881"
"Silvana Andrea Neira Llanos","mu2951217901"
"Silvana Andrea Neira Llanos","mu2951217911"
"Silvana Andrea Neira Llanos","mu2951217931"
"Silvana Andrea Neira Llanos","mu2951217981"
"Silvana Andrea Neira Llanos","mu2951218071"
"Silvana Andrea Neira Llanos","mu2951218081"
"Silvana Andrea Neira Llanos","mu2951218121"
"Silvana Andrea Neira Llanos","mu2951218141"
"Silvana Andrea Neira Llanos","mu2951218161"
"Silvana Andrea Neira Llanos","mu2951218181"
"Silvana Andrea Neira Llanos","mu2951218191"
"Silvana Andrea Neira Llanos","mu2951218241"
"Silvana Andrea Neira Llanos","mu2951241431"
"Silvana Andrea Neira Llanos","mu2951241441"
"Silvana Andrea Neira Llanos","mu2951241541"
"Silvana Andrea Neira Llanos","mu2951241611"
"Silvana Andrea Neira Llanos","mu2951241641"
"Silvana Andrea Neira Llanos","mu2951241651"
"Maria Alicia Gonzalez VBelasquez","mu2391168981"
"Diego Camilo Manríquez Sánchez","mu2501219011"
"Fernando Marcelo Garcia Rojas","mu2571333521"
"Silvana Andrea Neira Llanos","mu2951206771"
"Silvana Andrea Neira Llanos","mu2951206811"
"Silvana Andrea Neira Llanos","mu2951206911"
"Silvana Andrea Neira Llanos","mu2951206921"
"Silvana Andrea Neira Llanos","mu2951206931"
"Salvador Marcelo Lavagnino Humeres","mu2951206931"
"Silvana Andrea Neira Llanos","mu2951206971"
"Silvana Andrea Neira Llanos","mu2951207011"
"Silvana Andrea Neira Llanos","mu2951217861"
"Silvana Andrea Neira Llanos","mu2951217871"
"Silvana Andrea Neira Llanos","mu2951217951"
"Silvana Andrea Neira Llanos","mu2951217961"
"Silvana Andrea Neira Llanos","mu2951217971"
"Silvana Andrea Neira Llanos","mu2951218001"
"Silvana Andrea Neira Llanos","mu2951218021"
"Silvana Andrea Neira Llanos","mu2951218031"
"Silvana Andrea Neira Llanos","mu2951218041"
"Silvana Andrea Neira Llanos","mu2951218051"
"Silvana Andrea Neira Llanos","mu2951218061"
"Silvana Andrea Neira Llanos","mu2951218111"
"Silvana Andrea Neira Llanos","mu2951218151"
"Silvana Andrea Neira Llanos","mu2951218171"
"Silvana Andrea Neira Llanos","mu2951218201"
"Silvana Andrea Neira Llanos","mu2951218211"
"Silvana Andrea Neira Llanos","mu2951218231"
"Silvana Andrea Neira Llanos","mu2951241401"
"Silvana Andrea Neira Llanos","mu2951241481"
"Silvana Andrea Neira Llanos","mu2951241501"
"Silvana Andrea Neira Llanos","mu2951241511"
"Silvana Andrea Neira Llanos","mu2951241621"
"Silvana Andrea Neira Llanos","mu2951241711"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351169141"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351214571"
"JACQUELINE FAJARDO SEPULVEDA","mu135lc001ap-00011331"
"JAVIERA DEL PILAR TERROBA AGUIRRE","mu135lc001ap-00012371"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351212721"
"CRISTIAN FERNANDO ASCUI CASTRO","mu0351234141"
"Gabriela Irene Clavijo Monsalve","mu0351294831"
"JAVIER HIDALGO ROSAS","mu3391607731"
"LUIS ANTONIO CARRASCO MUÑOZ","nr00232871"
"ANTOINE PEÑALOZA CARRILLO","nr00232931"
"ANTONIO  SALLÉS MARDONES","nr00233051"
"MACARENA  GARCÍA  CANEPA","nr00233051"
"LUZ MARIA  VIVEROS  LOPEZ ","nr00233161"
"YURI ALEJANDRO RODRIGUEZ REYES","nr00233761"
"CLAUDIO ZAMUDIO GONZALES","nr00234071"
"PATRICIO  FONSECA MORA","nr00234471"
"EDUARDO BERGER SILVA","nr00235491"
"Alejandro Saldivar Alarcón","mu3181108041"
"JAVIER HIDALGO ROSAS","mu3392296261"
"CARLOS LAGOS CASTILLO","nr00230991"
"PAULINA  CARTES  MONTORY","nr00232791"
"PAOLA  HERMOSILLA BUCAREY","nr00233261"
"ERWIN ROSAS ALARCON","nr00233261"
"PEDRO SEPULVEDA OLIVERO","nr00233461"
"JAIME MONSALVE HERRERA","nr00233541"
"JAVIER MEDINA CASANOVA","nr00234861"
"PABLO BRAVO RODRIGUEZ","nr00235371"
"NINOSKA ESCOBAR RAMIREZ","nr00235411"
"MARCELO RAMIREZ ANDRADE","nr00235411"
"ALVARO  GONZALEZ GALLARDO","nr00237071"
"Pablo Mattar  Oyarzun","nr0031901"
"Luis Opazo Roco","nr0031921"
"Ricardo Consiglio Fonck","nr0031721"
"CRISTOBAL BRUNETTI JEQUIER","nr0031761"
"Mario, Larenas Gonzalez","nr00521711"
"alejandro, tenorio","nr00521801"
"Marcelo, Reyes","nr00521841"
"Jacqueline, López","nr00521841"
"Fernando, Albornoz","nr00521841"
"Mónica, Valencia","nr00521841"
"Ignacio, Ramirez","nr00522071"
"Mary Carmen, Araya Cortes","nr00521951"
"Natalio, Dorfman","nr00522131"
"Francisco, Toro","nr00522221"
"VALENTINA, Giacaman","nr00522221"
"ELVIS LEANDRO, VENEGAS ABARCA","nr00523091"
"Luis Fernando, Laso","nr00523261"
"SEBASTIAN, MONTENEGRO","nr00523291"
"Hector Josè, Novoa Gonzalez","nr00523511"
"Ricardo Valeriano, Retamal Villar","nr00523511"
"Felipe, Del Solar Agüero","nr00522211"
"Fernando, Verdugo Valenzuela","nr00522241"
"Alexis, Sepúlveda Soto","nr00522241"
"Tania, Concha Hidalgo","nr00522241"
"Claudia, Faúndez Fuentes","nr00522241"
"Luis, Cañas","nr00522281"
"Jimena, Norambuena","nr00522451"
"Mario, Larenas Gonzalez","nr00522471"
"LUIS, NAVARRETE PÉREZ","nr00522771"
"HECTOR, AEDO WALTEMATH","nr00522771"
"ELVIS LEANDRO, VENEGAS ABARCA","nr00522951"
"Natalio, Dorfman","nr00522991"
"Natalia, Dasencich","nr00523181"
"FELIPE  MANTEROLA GANA","nr00230531"
"LUIS ANTONIO CARRASCO MUÑOZ","nr00233881"
"GABRIELA IRENE CLAVIJO MONSALVE","nr00234491"
"MARIA JOSE DUARTE FLORES","nr00235951"
"ERICK VARGAS SOTO","nr00236241"
"JAIME MONSALVES HERRERA","nr00236371"
"MARCELO  SALAZAR VALLEJOS","nr00236921"
"JAVIER ABURTO OYARZÚN","nr00236921"
"PATRICIO CORTES JOHNS","nr00236921"
"RENATO AICHELE HORN","nr00236921"
"Richard Castelfranc Cheveley","nr0031741"
"Alberto Naudon Dell´Oro","nr0031751"
"Luis Anibal Opazo Roco","nr0031861"
"Francisco, Karmy Escobar","nr00521631"
"Maria Teresa, Silva","nr00521671"
"Felipe, Del Solar Agüero","nr00521871"
"Gastón, Donoso","nr00521871"
"Francisco, Toro","nr00522001"
"Sandra, Díaz Fernández","nr00522101"
"Felipe, Del Solar Agüero","nr00522171"
"Christian, Barrientos","nr00522171"
"Francisco, Toro","nr00522441"
"Felipe, Del Solar Agüero","nr00522611"
"Luis, Cañas","nr00522761"
"HECTOR, AEDO WALTEMATH","nr00522821"
"CESAR MARCELO, VILLABLANCA PALAVECINOS","nr00522821"
"Felipe, Del Solar Agüero","nr00523111"
"Felipe, Del Solar Agüero","nr00523121"
"Alejandro, Palma Rioseco","nr00523121"
"Rafael, González Olivares","nr00523121"
"SEBASTIAN, MONTENEGRO","nr00523171"
"Amarilis, Horta","nr00523201"
"SEBASTIAN, MONTENEGRO","nr00523231"
"Christian Sanhueza Figueroa","mu313au9161"
"Virginia, Latorre Astaburuaga","nr00523341"
"William Vergara Bustamante","mu3121286881"
"ROSSANA ABURTO","mu3151250791"
"RODRIGO SERGIO LAVIN CHRISTOPH","ab0131190631"
"Eduardo Schwerter Añazco","ab0131190631"
"Alfredo Behrmann","ab0131190631"
"Ana Maria Bravo Castro","ab0141139861"
"Eduardo Vera","ab0011150361"
"Jose ESCOBAR TORRES","ab0131253201"
"LEONARDO JUAN  FAÚNDEZ MARTÍNEZ","ab0141244021"
"LEONARDO JUAN  FAÚNDEZ MARTÍNEZ","ab0141135601"
"PABLO ANDRÉS DIAZ BARRAZA","ab0141135601"
"JOHN FLOREN","ab0151134401"
"JUAN ENRIQUE GONZALEZ SIERRA","ab0151134401"
"Carlos Perez Cotapos","ab0151247671"
"Cesar Tapia Soto","ab0171155001"
"Mauricio Astorga","ab0171155001"
"Nathanael aAstorga Nuñez","ab0171155001"
"Rolando T Troncoso","ab0171155001"
"Luis Garrido","ab0171155001"
"Marcelo Araya","ab0171155001"
"Raúl Rolando Romero Godoy","ab0191191611"
"Carlos Ramon Olavarrieta Vidal","ab0191191651"
"Jaqueline Guiñez","ab0191191681"
"Alicia Monserrat Otayza Rojas","ab0211168211"
"Javier Godoy Harb","ab0211168211"
"Soledad Perez Peña","ab0211194601"
"Luis Francisco Velozo Papez","ad00914401"
"Adelio Emilio Misseroni Raddatz","ad00914401"
"Carlos Norambuena Castro","ab0211179181"
"Soledad Perez Peña","ab0211232681"
"Leonel Renan Cadiz Soto","ab0211232681"
"Camila Vallejos","ab0211232941"
"Javier Godoy Harb","ab0211251331"
"Eugenia Alejandra Espinoza Díaz","ad00914621"
"Marina Amelia Bárbara Bonati Paganini","ad00914621"
"Coronel (S) Sr. Hernán Osvaldo Crisóstomo Quezada","ad00914621"
"Antuan Nassib Jury Sara","ad00914781"
"Antuan Andrés Jury Vergara","ad00914781"
"Daniela Alejandra Denise Chávez Solari","ad00914781"
"Teniente Coronel Sr. Luis Alfonso Saldías Carabante","ad00914781"
"Mayor (I) Sr. Miguel Francisco Ibáñez Torres","ad00914781"
"Teniente Sr. Patricio Eduardo Cáceres Barrios","ad00914781"
"Cristóbal Del Solar Dibarrart","ad00915001"
"Cristián Fernando Salazar Méndez","ad00915001"
"Teniente Sra. Yanet del Rosario Parraguez Ibaceta","ad00915001"
"Subteniente Srta. Nadia Karina Araya Osses","ad00915001"
"Teresa del Carmen Jorquera Monroy","ad00915001"
"José Augusto Marinho Patrone","ad00915321"
"Álvaro Lionel Silva Sepúlveda","ad00915321"
"Teniente Coronel Sr. Luis Alfonso Saldías Carabante","ad00915321"
"Teniente Coronel Sr. Boris Fernando Morales Avilez","ad00915321"
"Teniente Sr. José Andrés Alarcón Rojas","ad00915321"
"Teniente Sr. Patricio Eduardo Cáceres Barrios","ad00915321"
"Javier Andrés Reyes Reyes","ad00915321"
"Coronel Sr. Ramiro Alejandro Rosales Chacón","ad00915821"
"Teniente Srta. Ximena Andrea Rebolledo Uribe","ad00915821"
"Felipe Ignacio López Leyton","ad00915821"
"Igor Jorge Svetogorsky Pradines","ad00915851"
"Capitán Sr. Felipe Andrés Puente Oyarzún","ad00915851"
"Fernando Eduardo López Finlay","ad00916841"
"Antonio Ignacio Fuentes Moraga","ad00916841"
"Teniente Coronel Sr. Luis Alfonso Saldías Carabante","ad00916841"
"Mayor (J) Sr. Marcelo Gabriel Cuevas Chacón","ad00916841"
"Capitán (J) Sr. Jaime Alejandro Lillo Ortega","ad00916841"
"Teniente Srta. María José Lobos Lillo","ad00916841"
"Arman Ferdinando Pedinian Girardi","ad00916841"
"Carlos Riera Balart","ad00916861"
"José Antonio Sanz Aubry","ad00916861"
"Capitán Sr. Manuel Alejandro Roco Zapata","ad00916861"
"Capitán Sr. Vladimir Ubeda Petersen","ad00916861"
"Jorge Patricio Solo de Zaldívar Toledo","ad00916901"
"César Augusto Berardini Godoy","ad00916901"
"Subteniente Srta. Nadia Karina Araya Osses","ad00916901"
"Teresa del Carmen Jorquera Monroy","ad00916901"
"Rafael Luis Vargas Araya","ad00917371"
"General (S) Sra. Magali Cecilia Chacaltana Araya","ad00917371"
"Coronel Sr. Enrique Patricio Corvalán Jaime","ad00917821"
"Mayor Sr. Mauricio Iván Bascur González","ad00917821"
"Capitán Srta. Marcela Jacqueline Abu-Awad Álamo","ad00917821"
"Teniente Sr. Mauricio Andrés Barra Faúndez","ad00917821"
"Teniente (J) Sr. Alberto Fernando Cuéllar Castro","ad00914401"
"Eduardo Javier Muñoz Barrales","ad00914611"
"Teniente Coronel Sr. Luis Alfonso Saldías Carabante","ad00914611"
"Teniente Sr. Patricio Eduardo Cáceres Barrios","ad00914611"
"Teniente Sr. Carlos Enrique Correa Catalán","ad00914611"
"Teniente Srta. Ximena Andrea Rebolledo Uribe","ad00914611"
"Jennifer Elizabeth Veloso Haro","ad00914611"
"Alejandro Christian Ramírez Piñeiro","ad00915151"
"Teniente Coronel Sr. Luis Alfonso Saldías Carabante","ad00915151"
"Teniente Sr. Patricio Eduardo Cáceres Barrios","ad00915151"
"Javier Andrés Reyes Reyes","ad00915151"
"Marisol Victoria Castillo Abarca","ad00915311"
"Mónica Alicia Aldana Lema","ad00915351"
"Teniente Coronel Sr. Luis Alfonso Saldías Carabante","ad00915351"
"Teniente Coronel Sr. Alejandro Manuel Casanova Madrid","ad00915351"
"Teniente Sr. Patricio Eduardo Cáceres Barrios","ad00915351"
"Marisol Patricia Leiva Pezoa","ad00915361"
"Teniente Coronel (J) Sr. Christian Antonio Retamal Contreras","ad00915361"
"Víctor Felipe Molina Escalona","ad00916121"
"Víctor Felipe Molina Escalona","ad00916121"
"René Gonzalo Leiva Villagra","ad00916121"
"Germán Rubio Delgado","ad00916121"
"Capitán Sr. Felipe Andrés Puente Oyarzún","ad00916121"
"Teniente Srta. Giovanna Margarita Hernández Salinas","ad00916121"
"Héctor Leonardo Concha Henríquez","ad00916391"
"Subteniente Srta. Nadia Karina Araya Osses","ad00916391"
"Teresa del Carmen Jorquera Monroy","ad00916391"
"Patricia Izasa Paniagua","ad00916411"
"Germán Esteban Yavar Vila","ad00916411"
"John Robert Novoa Gómez","ad00916411"
"Coronel (I) Sr. Luis Humberto Torres Rebeco","ad00916411"
"Teniente Sr. José Guillermo Castro Vargas","ad00916411"
"Sebastián Nicolás Saleh Alam","ad00916411"
