"asistente","codigoAudiencia"
"ZOILA BUSTAMANTE CARDENAS","ab0064322331"
"Fermin Carreño Carreño","ab0024391511"
"Gabriela del Pilar Alcalde Cavada","ab0184347921"
"María Violeta Silva Cajas","ab0184333171"
"Gabriela del Pilar Alcalde Cavada","ab0184338911"
"Paola La Rocca Mattar","ab0184338911"
"Gabriela del Pilar Alcalde Cavada","ab0184366821"
"Claudio Antonio Escobar Bahamondes","ab0754296501"
"Rodrigo Humberto Hernández Benítez","ae0014355721"
"Marcelo Bernales","ad0224299901"
"Marcelo Bernales","ad0224299911"
"María Carolina Corti Badía","ab0184338171"
"Esteban Quinteros","ad0154321251"
"Paola Grandela Murasso","ab0694330021"
"Lidia Cárdenas","ad0224371351"
"Vicente Rodrigo Astorga Pizarro","ac0074345121"
"Esteban Francisco Galeas Cabrie","ad0064346981"
"Cristian Luis Vargas Bugueño","ae0034352491"
"Marcelo Justiniano Mendizábal Terrazas","ag0014367541"
"Juan Pablo Reyes Capurro","ad0064313491"
"Luis Fernandez","ad0064337291"
"Mario Fuentes Espinoza","ae0034367571"
"Jaime Esteban Cortés Rivas","ah0014384281"
"Laura Alvarez Yercic","ah0124358931"
"holger paulmann","ae0014343521"
"enrique belgeri","ag0014389041"
"ALEJANDRO ALBERTO PUELLES OCARANZA","ah0014307171"
"Rosa Espinoza","aj0104311241"
"irma cortes pontigo","aj0104311241"
"Fanny Araya Villalobos","aj0104311241"
"Rogelio Eduardo Isla Rivera","aj0014288541"
"RODECIA VERONICA LLANOS HORMAZABAL","aj0014342101"
"Carlos Rodrigo Sepulveda Tagle","aj0014345201"
"Antonio Luis Villalobos Castillo","ae0094331061"
"Camilo Hornauer","ah0084389541"
"Silvana Aceitón Jara","aj0224343021"
"MARGOT EMILIA HUMIRE CARRASCO","aj0234292681"
"Héctor Alejandro Fuentes Dobson","aj0264299961"
"Mónica Segura Aguirre","al0024380671"
"Alejandra Muñoz Cuevas","aj0114361131"
"Héctor Alejandro Fuentes Dobson","aj0264299941"
"Marta Gema Donaire Matamoros","al0034310771"
"Paulo Pino Guevara","al0034384041"
"Rodrigo Huenchullán Arrué","am0104335711"
"Jaime Andres Huidobro Medel","am0024312191"
"Jaime Andres Huidobro Medel","am0024312231"
"Jaime Andres Huidobro Medel","am0024352211"
"Maria Loreto Reyes Soto","am0024385851"
"Maria Loreto Reyes Soto","am0024386131"
"Carlos Rodrigo Sepulveda Tagle","aj0014379511"
"moises atisha Contreras","aj0014387071"
"Aldo Severino Jaroba","ah0104293881"
"Alicia María Paz Laura Poblete","al0014298681"
"Maria Loreto Reyes Soto","am0024385991"
"Gabriel Moreno Barrera","an0014350951"
"Francisco Martin","an0014350951"
"Fanny Lorena Espinoza Parra","an0014370831"
"Cristhian Urzua Salinas","ao0044333501"
"Rachid Faruk Alay","ak0044365621"
"claudia mella perez","ak0044365621"
"Alicia María Paz Laura Poblete","ao0014330191"
"Ivonne Marchant Liberona","am0024314931"
"Milo Millán Romero","am0024350511"
"Ivonne Marchant Liberona","am0024350511"
"Maria Loreto Reyes Soto","am0024350511"
"Claudia María Pía Carvallo Montes","am0024352271"
"Roberto Burr Huerta","am0024374411"
"Jaime Andres Huidobro Medel","am0024386221"
"Mauricio Gonzalo Lavín Valenzuela","am0024386281"
"Jaime Andres Huidobro Medel","am0024386371"
"JOEL CASTRO GUTIERREZ","ak0044389131"
"Juan Alberto Roldán Saelzer","ao0054356511"
"Marcelo Andrés Salazar Vallejos","an0014300401"
"Patricio Erick Cortés Jones","an0014300401"
"Maria Julio Briceño","an0014382951"
"Vicente Rodrigo Astorga Pizarro","ao0054320141"
"Juan Alberto Roldán Saelzer","ao0054371831"
"Juan Alberto Roldán Saelzer","ao0054386541"
"Manuel Franklin Vial Gallardo","ao0324330531"
"Juan Carlos Bahamondes Soto","ao0324330531"
"Edgardo Gonzalez Fuenzalida","ao0234358501"
"ROSARIO DEL CARMEN BUSTOS LIRA","ao0274371401"
"Hermann Castro Blunn","ao0034368811"
"Leonardo Mechasqui","ao0044357721"
"alfonso ignacio montalva moragues","ao0044357721"
"Enrique Eduardo Mercado Girard","ao0044357721"
"Juan Alberto Roldán Saelzer","ao0054390791"
"Martín Awad","ao0014325301"
"Vicente Rodrigo Astorga Pizarro","ao0014344041"
"Rubén Carlo Gennero Riganti","ao0124383681"
"Marlene Pamela Jadell Echague","ap0014294271"
"jose Antonio Pulido Ibañez","ap0014321841"
"JAIME ARAVENA","ap0014321841"
"Jorge Fabián Vargas González","ap0014337061"
"Marcela Acuña Gomez","ap0014344871"
"Marcela Acuña Gomez","ap0014354051"
"Carlos Gonzalez Isla","ap0014382961"
"Cristian Andres Castro Carrasco","ap0014327571"
"Manuel Domingo Painiqueo Tragnolao","ap0014352711"
"EUGENIO ALLENDES GALVEZ","ao0244357861"
"veronica fuentes","ap0074356341"
"Paola Medel","ao0054295321"
"Juan Alberto Roldán Saelzer","ao0054339931"
"Claudio Reginato","ao0054357731"
"Maurizio Reginato Vasquez","ao0054357731"
"Juan Alberto Roldán Saelzer","ao0054357731"
"Carolina Paz Lobos Carreño","ao0054357731"
"Juan Alberto Roldán Saelzer","ao0054390171"
"Ricardo Humberto Chamorro Otto","ap0094381501"
"Andrés Antonio Parra Sandoval","ap0104340321"
"Rodrigo Anríquez Neira","ap0104355261"
"Marco Antonio Zenteno Figueroa","ap0184322141"
"Marco Ávila Figueroa","ap0114294941"
"Rubén Carlo Gennero Riganti","ao0124356701"
"Rubén Carlo Gennero Riganti","ao0124383711"
"Eduardo Cristian Monreal Brauning","ar0064351451"
"Eduardo Cristian Monreal Brauning","ar0064381391"
"Carlos Muñoz","ar0064385841"
"Felipe Infante Ureta","ap0014305941"
"Marcela Acuña Gomez","ap0014382911"
"Marcela Acuña Gomez","ap0014383831"
"Rosa Ines Calderon Diaz","aq0014354931"
"Jose Luis Alvarez Andrades","ar0014349211"
"Marco Ávila Figueroa","ap0114294931"
"Patricio Eduardo Medina Gonzalez","ap0174338711"
"Felipe Alfonso Curia Miranda","as0014320021"
"JORGE MARCHANT SANTA MARIA","as0014326101"
"Luis Bocaz Monroy","au0024319311"
"Aldo Bouyer","ao0444320901"
"Ximena Cancino Cepeda","au0044318981"
"Francisco José Bustamante Riffo","aq0014342741"
"Francisco José Bustamante Riffo","aq0014388411"
"Jorge Antonio Aichele Sagredo","ar0034391891"
"Pablo Andrés Daud Miranda","ar0064338931"
"MANUEL PEDRO FAÚNDEZ SALAS","ar0014387451"
"Williams Gajardo Collao","ar0024355031"
"piero rovira","aw0024339131"
"María Luisa Baltra Vergara","as0014328701"
"María Luisa Baltra Vergara","as0014372961"
"Yorka Retamal","aw0024293581"
"Francisco José Bustamante Riffo","aw0034291481"
"ALFONSO IGNACIO DOMEYKO LETELIER","as0044341861"
"ALFONSO IGNACIO DOMEYKO LETELIER","as0044349071"
"ALFONSO IGNACIO DOMEYKO LETELIER","as0044366431"
"Juan Pablo Saavedra Lyng","as0044297811"
"ALFONSO IGNACIO DOMEYKO LETELIER","as0044343601"
"Marcelo Guzman Theoduloz","aw0034367221"
"Francisco Javier Chahuán Chahuán","aw0024373721"
"Karina Paola Cárdenas Eyzaguirre","ao0534308731"
"Pelayo Osandon","mu0574327731"
"FRANCISCO JARAMILLO DEL VALLE","mu0574381811"
"Constanza Silva","bc0024323641"
"Alex Ricardo Muñoz Muñoz","mu0064327081"
"Maria Paz Quezada","mu1054375361"
"ALFONSO IGNACIO DOMEYKO LETELIER","as0044343811"
"ALFONSO IGNACIO DOMEYKO LETELIER","as0044344811"
"Eduardo Muñoz","aw0034339141"
"Paulina Eliana Astudillo Fuentes","mu1094326501"
"Mónica Viviana Pradenas Ferreira","bc0014303171"
"Claudia Angélica Bruna Morales","aw0044299371"
"Claudia Angélica Bruna Morales","aw0044357291"
"Jacinto Aracena","aw0044372711"
"José Enrique Rossi Giacosa","mu1094309801"
"Paulina Eliana Astudillo Fuentes","mu1094340781"
"Pablo Andrés Daud Miranda","aw0044381961"
"MAURICIO BORQUEZ BUSTOS","mu0614361161"
"Maria Paz Quezada","mu1054376111"
"Francisco Javier Correa Brehme","mu2324367171"
"María Verónica Oyarzún Domic","mu2314361971"
"Pablo Burgos","mu2394294491"
"Sergio Orrego Alfaro","aw0044343551"
"Andrea Bertoni","aw0044343551"
"claudia rojas","aw0044343551"
"Esteban Francisco Galeas Cabrie","aw0044349501"
