"asistente","codigoAudiencia"
"AIDA VILLEGAS CASTILLO","ab0071748161"
"Jorge Olivares Orellana","ab0171960101"
"Osvaldo Patricio Campos Torres","ab0011871511"
"LEONARDO GUTIÉRREZ ARCOS","ab0011871511"
"Marcos Barrientos Negrón","ab0131951331"
"fernando javier smith monks","ab0191887741"
"rossana peralta iriarte","ab0261915451"
"Juan Carlos Oróstica López","ad00923621"
"Teniente Coronel Pablo Andrés Silva Chamorro","ad00923621"
"Teniente Coronel Pablo A. Silva Chamorro","ad00925481"
"David Alberto Palominos Fajardo","ad00926101"
"Suboficial Mayor (A.A.) Sr. Sergio Aguilera Peña","ad00924351"
"Javier Galvez Tamayo","ad00924641"
"Claudio Andrés Muñoz Caceres","ad00926031"
"Cabo 1ro. Juan Manuel Jeldres Aguirre","ad00926341"
"Marión Alejandra Figueroa Ketterer","ad00923851"
"Claudio Muñoz","ad00926391"
"Teniente Coronel Pablo Silva Chamorro","ad00926401"
"MONICA MARCELA OPAZO CORREA","ab0841911861"
"Carlos Alberto Espinoza Castillo","ae0031881891"
"SERGIO MONTENEGRO MIKKELSEN","ae0031899141"
"Gonzalo Ignacio Avendaño Morales","ad0093881"
"DIEGO RODRIGUEZ CHRISTENSEN","ad0131842151"
"MONICA MARCELA OPAZO CORREA","ab0841955961"
"Viviana Ambler Gonzalez","ad0221919721"
"Jorge Alberto Hirmas Bormann","ad0131906941"
"Miguel Peña Bizama","ad0133664271"
"MATIAS VELOSO NIETO","ad0201812591"
"MONICA MARCELA OPAZO CORREA","ab0841895031"
"Carlos Alberto Espinoza Castillo","ab0931876441"
"Rodolfo Cueto","ac0011915521"
"Rodolfo Cueto","ac0011915531"
"jacqueline lazo","ad0221918381"
"Erick Alarcón Orellana","ae0071788781"
"Jorge Alberto Hirmas Bormann","ad0131906651"
"Winston Rowlands Rodríguez","ad0131916861"
"David Maldonado Miranda","ah0041784151"
"MARCO ANTONIO BECERRA SILVA","ag0011948341"
"Carlos Alberto Espinoza Castillo","ag0011952401"
"Carmen Gonzalez","ah0011861441"
"Alex Meza Adriazola","ah0011946691"
"miguel alfonso avalos medina","ah0021882721"
"Juan Caceres","ah0021882721"
"CRISTIAN MARCELO tapia fernandez","ah0021882721"
"Carlos Schonfeld","ah0041934501"
"SANDRA JI ITURRIETA","ah0081772251"
"SANDRA JI ITURRIETA","ah0081772261"
"Juan Bernardo Leyton","aj0111809681"
"Wilna Paola Soto Cortés","aj0011939681"
"marta Ramirez","aj0011976371"
"Fabiola Alejandra Gutiérrez Romero","aj0011977581"
"CARLOS JOSÉ CORREA HENRIQUEZ","aj0011992581"
"Manuel Tulio Contreras Álvarez","ai0052030821"
"Eduvigis del Transito Sagredo Rodriguez","aj0101958601"
"Carlos Ramirez","ah0011773901"
"HERNAN CORTES","ah0021826591"
"Alejandro Santana Tirachini","ah0021845701"
"Jessica Pinilla Tapia","ah0041919441"
"Roxana Aravena Navarrete","aj0111785441"
"GUILLERMO PATRICIO MIRANDA ANDULCE","al0011802911"
"Leopoldo Sanchez Avila","ah0081900421"
"PAOLA TOLEDO PINOCHET","al0071852171"
"RURI PAZ MORA RETAMAL","al0072172161"
"Claudia Gonzalez Segura","al0072276631"
"VERONIOCA CASTRO GONZALEZ","ak0041768771"
"RODRIGO BUSTAMANTE GONZALEZ","al0031842481"
"Fabiola Elena Salamanca Pérez","al0071949641"
"Luis Eduardo Labbé Saavedra","al0072276661"
"Rodrigo Alejandro Fabrega Lacoa","ai0051932191"
"Maria Pedrosa Oyarzo Hernández","aj0091952461"
"Marianela Soledad Saldaña Crespo","aj0091952461"
"CLAUDIO BARROS MONTENEGRO","aj0051968481"
"Héctor Briones Paublich","am0101849201"
"José Mauricio Carroza Saavedra","am0101899941"
"Horacio Nelson Maldonado Norambuena","am0101787361"
"Pamela Gana","al0091816611"
"Pamela Gana","al0091816621"
"Alejandra Sepúlveda","al0091827241"
"Marcos Gabriel Larenas Sepúlveda","al0091827241"
"Juan Sergio Antiñirre Gallardo","am0011827691"
"Manuel Tulio Contreras Álvarez","am0011923501"
"Pamela Gana","al0091816531"
"Patricio Escobar Carrera","al0091816531"
"Helena Mariela Saavedra Venegas","aj0011883411"
"Roxana Aravena Navarrete","aj0011883901"
"Eduardo Salinas Carreño","ak0042207971"
"François DESTRIBOIS","an0011982041"
"Guibaldo Ernesto Ormazábal Arancibia","an0012297531"
"JORGE ARELLANO","an0021802361"
"Carola Lobos","ao0051774641"
"Fabiola del Carmen Muñoz Espinoza","ao0051763841"
"Isabel Maureira Alvarado","ao0051778071"
"Isabel Maureira Alvarado","ao0051779441"
"Isabel Maureira Alvarado","ao0051779631"
"Claudia Carolina López Gómez","ao0051794481"
"Isabel Maureira Alvarado","ao0051834831"
"Christian Diaz Muñoz","al0071826811"
"Isabel Maureira Alvarado","ao0051868681"
"Jaime Montero","ao0052136051"
"LAURENCE BROSETA","an0011877801"
"Carmen Elevancini Moreno","ao0051804391"
"Jaime Montero","ao0051817631"
"Ximena Jones","ao0051885041"
"Isabel Maureira Alvarado","ao0051916601"
"Isabel Maureira Alvarado","ao0051930281"
"Isabel Maureira Alvarado","ao0051960671"
"eduard urrutia","ao0051984161"
"Fabiola del Carmen Muñoz Espinoza","ao0052135491"
"Fabiola del Carmen Muñoz Espinoza","ao0052135501"
"PABLO MIGUEL ZARZOLA IBAÑEZ","ao0011767581"
"ALEJANDRINA DEL CARMEN AGURTO SANCHEZ","al0091883151"
"USUARIO","am0101776951"
"Juan Donoso Vasquez","am0101804701"
"Ivan Caroca","ao0012450451"
"VERONIOCA CASTRO GONZALEZ","ak0041768761"
"dany mena ocayo","ak0042138381"
"Raúl Seguel","an0011981901"
"JUAN MANUEL ARANGUEIZ ROBLES","am0071809801"
"AHMED DARWICHE ESPINOZA","am0071824541"
"Daniel Andres Gaete Villagra","am0071962841"
"Marcelo Hernando","am0071845771"
"PAOLO FELICE","am0072107511"
"Nestor Francisco Sepulveda Martinez","ao0031945631"
"Rodrigo Ignacio Nieto Grez","ao0011845741"
"Sandra Lemus","ao0012291361"
"USUARIO","ao0012291361"
"MARISOL AHUMADA PALACIOS","ao0251836361"
"Armando Millar Cuvertino","ao0371883601"
"Claudio Lemus Lavin","ao0411919631"
"Patricia Del Carmen Benavides Espinoza","ao0111864751"
"Rene Milla","ao0092088041"
"Isabel Maureira Alvarado","ao0051780441"
"Carola Lobos","ao0051784111"
"Ximena Jones","ao0051833481"
"Cecilia Pérez Aspe","ao0051883681"
"MARCO ANTONIO CARMONA BAEZ","ao0051883681"
"Isabel Maureira Alvarado","ao0051930251"
"Isabel Maureira Alvarado","ao0051957991"
"Isabel Maureira Alvarado","ao0051985971"
"Ximena Patricia Miranda Vigna","ap0012966601"
"Claudia Andrea Nogueira Fernandez","ap0071831001"
"Leonardo Enrique Soto Ferrada","ap0071927861"
"Ricardo Humberto Chamorro Otto","ap0091921051"
"Mauricio Gonzalez Bravo","ap0091921051"
"Camila Reyes San Martín","ao0441963661"
"Suyin Ximena Chau Valenzuela","ap0032393301"
"Eugenio Alejandro Velásquez Meza","ap0101969581"
"VICTOR DANIEL MONTANARES SEPULVEDA","aq0012148751"
"Santiago Llanquin","aq0012266401"
"Mauricio Gonzalez Bravo","ap0091939561"
"Elena Araya Julio","ap0041857411"
"Juan Eduardo Delgado Castro","ap0111908361"
"Mauricio Contreras Sanchez","ap0111944911"
"Fernando Paredes Gonzalez","ap0111945001"
"Floridema Lefin","ap0121915231"
"ALVARO LOYOLA","ap0121947771"
"Alejandro Rodrigo Pedreros Urrutia","ap0101851311"
"marcelo chavez velasquez","ap0101895281"
"Alvaro Ruiz Ruiz","ap0101918261"
"Andrés Marcelo Arrospide Alonso","ap0171964271"
"Verónica Avila Henriquez","aq0011887571"
"Carolina Harcha","aq0011978821"
"Jaime Catriel Quidequeo","ap0111866621"
"Pedro Javier Vergara Manríquez","ap0111866621"
"Juan Eduardo Delgado Castro","ap0111866621"
"Fernando Paredes Gonzalez","ap0111908071"
"Floridema Lefin","ap0121915261"
"Carlos Alberto Espinoza Castillo","ar0041866611"
"Karim Daire","ar0061968921"
"Alejandra Sepúlveda","ar0011833181"
"Cristina Marchant","ar0011833181"
"Patricio Eduardo Díaz Ríos","as0011946931"
"EDGARD FAURE","as0011946931"
"EDGARD FAURE","as0011951611"
"Manuel Paul Linares Salazar","ar0041941711"
"Jaime Raúl Aranibar Mamani","ar0041941711"
"Alex Demetrio Carlos Sanchez","ar0041941711"
"Marcela Sabat","ap0071955171"
"Fuad Chahin Valenzuela.","ar0011833211"
"OSCAR CRUZ","ap0031787591"
"Suyin Ximena Chau Valenzuela","ap0032406481"
"Marcos Edgardo Hernandez Rojas","ap0111953471"
"exquiel parra barrientos","as0041795681"
"CRISTIAN ALVARADO DE ARCAS","as0041795681"
"Miguel Donoso","as0041812611"
"Doris Elizabeth Roa Moraga","as0041852711"
"Doris Elizabeth Roa Moraga","as0041919271"
"Andrés Fuentealba Rebolledo","ap0171814841"
"Brisa Muñoz Nova","aq0011799681"
"Jimmy Ramirez","as0042137021"
"Miguel Donoso","as0041766381"
"Emilio Plaza","as0041766381"
"Alejandro Fonseca","as0041899451"
"Doris Elizabeth Roa Moraga","as0041920411"
"Carlos Oyarzo","as0041974891"
"Alejandro Fonseca","as0041974891"
"Doris Elizabeth Roa Moraga","as0041975941"
"Emilio Plaza","as0041981481"
"Samuel Serrano Verdugo","ao0442278051"
"FELIPE VIDAL VALENZUELA","ao0521908421"
"Juan Carlos Oporto","au0041788761"
"CARLOS ROSENTHAL","au0041788761"
"Carlos Alberto Espinoza Castillo","ar0041837901"
"Alisandro Almuna Urbina","aw0021841681"
"José Morales Alvear","aw0021841681"
"Mauricio Antonio Quiroz Chamorro","aw0021852791"
"Marcela Zamora","aw0021852791"
"Octavio Armando Casas Lazcano","aw0021852791"
"Maribel Arlette Ruminot Cuevas","aw0021996001"
"Doris Elizabeth Roa Moraga","as0042058911"
"Gonzalo García Carmine","as0042145511"
"USUARIO","ao0452103141"
"Sandra Lemus","ao0452103141"
"jose eleazar obreque muñoz","ao0481833591"
"Antonio Bonani Rizolli","as0042177081"
"claudia rojas","as0042484651"
"Francisco Riesta Miranda","as0042484331"
"Carlos Alberto Espinoza Castillo","as0011866071"
"MATIAS VELOSO NIETO","ar0031814981"
"Jessica Segovia Triviño","aw0022501001"
"Jorge Mauricio Flies Añon","ba0021810211"
"JULIO NAVARRO TAPIA","ba0022006361"
"Patricio Donoso Tagle","ap0011818491"
"marcelo chavez velasquez","ap0011828211"
"fernando javier smith monks","ap0011847251"
"CLAUDIO BARROS MONTENEGRO","ap0011856031"
"Manuel Macaya Ramirez","ap0011896271"
"JAIME GONZALO ROSALES OJEDA","ap0011988091"
"Javier Antonio Muñoz Riquelme","ap0011745161"
"Fuad Chahin Valenzuela.","ap0011789211"
"Pablo Sepulveda","ap0011811881"
"MAURICIO SALINAS","ap0011870101"
"OSCAR CRUZ","ap0011915781"
"Mauricio Contreras Sanchez","ap0012153611"
"Miguel Donoso","as0041764141"
"Francisco Riesta Miranda","as0041812721"
"Doris Elizabeth Roa Moraga","as0041852681"
"Doris Elizabeth Roa Moraga","as0041861611"
"Miguel Donoso","as0041913431"
"Soraya Yaber","as0041916281"
"Doris Elizabeth Roa Moraga","as0041916901"
"Cluadia Arredondo","as0042001791"
"Jorge Alfonso Flores Navea","as0042169451"
"Carlos Francisco Contreras Maldonado","as0042169451"
"Doris Elizabeth Roa Moraga","as0042174351"
"EDDY NICANOR ZUÑIGA OSORIO","au0041882411"
"María Francisca Orellana Fernández","av0011896471"
"Carlos Alberto Espinoza Castillo","aw0021913211"
"Gloria Baigorrrotegui","aw0021933211"
"MARCELA DIEZ","ba0021769671"
"Mario Arnaldo Quiñones Duarte","mu0571945771"
"Gloria Baigorrrotegui","ao0492162751"
"HENRY GARCIA CASTILLO","mu0051848271"
"Ivan Brockway Olivares","ap0011767131"
"Adolfo Alcantara","ap0011767131"
"CLAUDIO BARROS MONTENEGRO","ap0011808301"
"catherine cumming melaj","ap0011808301"
"marcelo chavez velasquez","ap0011913141"
"matias walker","ap0011916491"
"FRANCISCO NUÑEZ PARRA","mu0661822531"
"majory barrueto jara","mu0111981511"
"PATRICIO HERNÁN MARILLÁN MILLAWIL","mu0581804981"
"JAVIER ARIAS CASTILLO","mu0721932491"
"Julia Marisol Tihista Sanchez","mu1091815031"
"Waldo Carrasco Rachel","mu1091896791"
"Luis Moya Catrileo","mu1091896791"
"Sandra Ugarte Solorza","mu1091896791"
"Antonio Olivares Miranda","mu1091896791"
"CHRISTIAN ANDRÉS Curihuan Riquelme","mu0621779721"
"José Javier Moreno Silva","aw0031805031"
"Carmen Gloria Rozas","aw0031948701"
"Vicente Javier RIBERA RIBERA","aw0041883471"
"LUIS CURAMIL ANTINAO","ba0021770941"
"Jorge Mauricio Flies Añon","ba0021810151"
"Rafael Oscar Vargas Caverlotti","mu1241760191"
"CAROLINA ANDREA POVEZ LOYOLA","mu1251835051"
"Marcelo Vivar","mu0701870571"
"Marco Antonio Guzmán Márquez","mu0731830611"
"Paola Andrea Liberona Rodriguez","mu1201954801"
"Ruth Myriam Alfaro Tolosa","mu0061952261"
"Jaime Niklitschek Barría","mu0122006771"
"francisco jose barrera","mu1411986601"
"Angel Gangas Cortes","mu1121813981"
"JORGE LILLO RECABARREN","mu1121925541"
"leoncio delgado pacheco","mu1611931611"
"CRISTIAN ANDRES OYARCE AVILES","mu1631833801"
"Rafael Oscar Vargas Caverlotti","mu1241759911"
"Rafael Oscar Vargas Caverlotti","mu1241881191"
"Rafael Oscar Vargas Caverlotti","mu1241881641"
"Sergio Donoso","mu1441850201"
"Miguel Angel Roa Araneda","mu1312066031"
"Domenico Silvano Albasini Santander","mu0671958061"
"Celia Ivelice Aguilar Sanchez","mu0681971591"
"Marisol Ortega Aravena","mu0681971591"
"Manuel Gutierrez Aburto","mu0681971591"
"Patricia Hormazábal Canales","mu0681971591"
"Waldo Carrasco Rachel","mu1091895881"
"Luis Moya Catrileo","mu1091895881"
