"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"732832009r","Asociacion de Funcionarios ANFUSE","c717262d5ec85b7ce156cc9d66eab0ad","AMELIA MARTINEZ MARTINEZ","Gestor","ah0014065031"
"760731625r","Saesa S.A.","2d0bc7fa86e946bf280397997cb99dfc","JUAN CASTILLO MONTERO","Gestor","mu2364081301"
"761137816r","Áridos Dowling & Schilling S.A.","a019c7b150d1b8b8fd5975ed1472a752","RAFAEL DAWLING MONTALVA","Gestor","aw0024052251"
"767411405r","Inmobiliaria GPR Puerto Varas Limitada","c2e26e56872a67948ef7de2f18501aed","Pablo Antonio Gonzalez Ravanal","Lobista","mu2364081171"
"902990003r","Telefónica del Sur","f71cb6ec5cb907d8feeaec77d308ade7","RAÚL JARA","Gestor","mu0404090491"
"965905308r","AIR LIQUIDE CHILE S.A","e5dc3505438cbfea795af5430c557ae9","Kristin Duarte","Gestor","ao1094051671"
"889836008r","GTD TELEDUCTOS","e165b84b823d250438e2af10330e770f","Rodrigo Recabarren","Gestor","mu0404090491"
"995980703r","Sociedad ONCOVIDA S.A","8ba041ed7e00a0e96fe4ca8108304114","jaime andres pendola rodriguez","Gestor","ao1094051681"
"763377423r","TECHEDGE CHILE SPA","dfbbfe9b09669f23316e932049f33b18","Sergio Alejandro Zúñiga Hansen","Gestor","mu1734082581"
"592142406r","ADP INGENIERIE AGENCIA EN CHILE","9af4c5744cb1245425ff80ad42443daf","Fabricio Ezequiel Perez Broneske","Gestor","am0043226911"
"763009386r","W Ingenieros","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Lobista","nr002102741"
"767096984r","WORKFIP SPA","0b6b8f000c9a6e4fdcb09c66ff8995fb","Felipe Andrés Losada Carrasco","Gestor","nr00310461"
"93716590r","BiNext Soluciones Informáticas Ltda.","8a94421058be0c628e2c5d5752294d42","Mario Carrasco Soto","Gestor","nr00310291"
"ff7c88f6822a558ae1ac760794de6f17","S/I","27adb4d0c1d0c6f441f74fc3ae87c41f","PATRICIO  ZAPATA VALENZUELA","Gestor","nr002102851"
"ff7c88f6822a558ae1ac760794de6f17","S/I","02d120c49ccc586ac6f3c0ed75d67b41","FernandoSamir HalesChaban","Gestor","nr002106791"
"ff7c88f6822a558ae1ac760794de6f17","S/I","61f43efaa0565e8a0f19ed2fe1ec724b","César Salinas","Gestor","nr00298071"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002107611"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002109981"
"ff7c88f6822a558ae1ac760794de6f17","S/I","b75da290086f9c40744496902b8e51f3","Claudio Magliona","Gestor","nr002108211"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cb296c5ed27b3485a7f0c1eff00a3926","Héctor Méndez Carrasco","Gestor","nr00299511"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cd84b7a4731b1bb39d6d395631b69f72","Rodolfo Rodrigo Torres Miranda","Gestor","nr002101991"
