"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"764636031r","FENIX CHILE EIRL","37890cc62b495485009bfc3879c024cd","patricio osvaldo Guiñez","Gestor","al0074105681"
"765808537r","AR PAMPA SPA","6bb88e56c4d64d4c0665524da3962f08","DENISSE CASTILLO","Gestor","au0024055731"
"764465040r","Kellun SPA","0ec223be28cb765c6b3bfa01d757f9aa","María Ignacia Polanco Moore","Lobista","aw0024052611"
"76501641kr","Foco Ambiental SpA","63bc6c8d9a97c86dad07f0a8a87d0342","Julio Ignacio Durán Guajardo","Gestor","aw0024052621"
"766213251r","Isla de Laja","d2a396db68b625dab0bd99ddea78c910","Joaquín SilvaJohnson","Lobista","aw0024052651"
"52862108r","Capacitaciones y Tecnologias Ltda","db6ce909b6cf06757b4cc64d0cc7d23f","Eugenio Rojas Arevalo","Gestor","al0074105651"
"767372116r","Better Chile 4u SPA","c699e786e1ce53fc1d1195c75050c7a0","Iván Cerda Zúñiga","Gestor","mu2414057011"
"765809169r","AR ESCONDIDO SPA","1f6fc1e8b4f7f29ad7db078791faba67","Claudia Poblete Avendaño","Gestor","au0024055731"
"609100001r","Museo de Arte Contemporàneo","2a5741024c4c0989b8ae14f6be51efa3","Carmen Gloria Yáñez","Gestor","ai0084049471"
"692659902r","Asociación Chilena de Municipalidades","37418c678db0decd5765e73d59df4e7d","CÉSAR ANTONIO TORRES MUÑOZ","Lobista","ab0024073021"
"715919001r","asociacion gremial minera de la higuera","cb183461c79dcd6ba7bfba3248b212a4","hector edmundo paez barraza","Gestor","mu3354081731"
"720120003r","Universidad Tecnológica de Chile","55a9e58af6140373998e1fa6aa3ccc6c","PHILIPPE SCHAAD","Gestor","au0024055661"
"720950006r","coaniquem","1bf9b70ed2599129bbec17424b310848","Patricia Seguel","Gestor","mu2364079431"
"764113217r","CGE S.A","62d307283c9767c9e393b4029c763d7f","Nasslo Osses Cerda","Lobista","ab0434056651"
"764241355r","ZBox SPA","47c04e4ea2aed98c4e2bbc15d05e05c6","Andres Gallardo Fernandez","Gestor","mu2364079361"
"764241959r","It Gov Spa","624549b64ef7fe6763efe8a66cbfc839","Patricio Morales","Gestor","ct0014059181"
"764241959r","It Gov Spa","12d79181a0d1aeab1dbb8f48eea125d4","Greistelle Ymanishi Ordaz Tarantino","Gestor","ct0014059181"
"766310990r","Empresa SCIS Ingenieria","5eee3795ba126cb82e1c2139acaab3f2","Christian Mauricio Rivas Paredes","Gestor","mu0404090421"
"78259530kr","Extend","8345d4d294f57b9a21a20a3ca402a12a","Mariapaz Delgado","Lobista","mu1634086401"
"78259530kr","Extend","b77c1c7f58ff298462d9cf675063c060","Felipe del Solar Agüero","Lobista","mu1634086401"
"789225907r","C de A Ingenieria SPA","ab300012fd97c0a1b8285893055a4cef","Pablo César Rebolledo Norambuena","Gestor","aw0024052761"
"818268009r","Caja Los Andes","c0db6e8a672e4b7ea04132172d1f29d0","MAURICIO GONZALO CARO JARA","Gestor","mu2364079391"
"828789007r","COOPEUCH","375d6d18151bd31dbbaa58f0b4af141a","Carolina Alejandra España Pincheira","Gestor","aj0184050461"
"841022009r","EMPRESA CONSTRUCTORA BRAVO IZQUIERDO","5255eb99f01e2e992ef2ecdaa926106c","Luis Alberto Darraidou","Gestor","ap0034075161"
"904130001r","COMPAÑÍA CERVECERIAS UNIDAS S.A.","a62403e0fbcc1a7ba690039ac772bc07","Constanza Beatriz Abarca Martínez","Gestor","aw0034091951"
"966020008r","Inmobiliaria Pocuro SpA.","8621d32dce7de90824dd34911d58dd7c","Cristian Sironvalle","Gestor","mu1634086401"
"966020008r","Inmobiliaria Pocuro SpA.","bbf7cf8879e41121bbce9a3f5e04bc35","Nelson Mouat Zunino","Gestor","mu1634086401"
"96722460kr","Metrogas S.A.","029605e551f397074e684370dd500957","Rodrigo jofre","Gestor","aw0024052451"
"13724098kr","ScIs Ingeniería","67b6005a8e499155e2ad0a917caa9f61","Rodrigo Javierh Eyzaguirre Jarpa","Gestor","mu0404090421"
"705325006r","FUNDACIÓN GANTZ","be9e026bc52b062926bc110a0952c21c","KAREN PATRICIA ELENA FUENTES SAEZ","Lobista","mu0344075811"
"705325006r","FUNDACIÓN GANTZ","dec21e891e9827628b0e3853c0e62807","Patricia Oliva Schmidt","Lobista","mu0344075811"
"74269500kr","escuela Boca Biobío","53c5deb13e2b25fd3959465d78417edb","Carlos Andrés Martínez Méndez","Gestor","aj0184051021"
"760546364r","ACCUHEALTH","5b29f94fcff54adbf8af6119eb4132ce","Luisa Guiglia Pérez Quezada","Lobista","mu2194101831"
"760546364r","ACCUHEALTH","5b29f94fcff54adbf8af6119eb4132ce","Luisa Guiglia Pérez Quezada","Lobista","mu2364077981"
"788047207r","SOCOMAR LTDA.","ce0354fb2a05535d68cfa2988ad62d28","Luis Urqueta Tejada","Gestor","am0064061081"
"126924526r","Aguas del Valle","e2e542945e4b31c3eb2b599fbfb0e136","ANDRES NAZER VEGA","Lobista","mu3354081841"
"767514514r","Inmobiliaria Sur Diecisiete","d4c93f245dbb171f20cbddfc658f5983","Matias Mauricio Hitschfeld Pohl","Gestor","ap0124100751"
"760205516r","DAVEY BICKFORD SPA","07c7401cce5aa6f87052c4e9ff916045","MARCELO TORO MOSCOSO","Gestor","al0013513131"
"761979159r","Laureate Chile II SpA","972f355346dd95aab6a787a9b4c81e9a","Pedro Covarrubias Besa","Gestor","aj0013562681"
"761979159r","Laureate Chile II SpA","972f355346dd95aab6a787a9b4c81e9a","Pedro Covarrubias Besa","Gestor","aj0013562851"
"762551780r","TRIO ARQUITECTURA, DISEÑO Y CONSTRUCCION SPA","e2abe615e3fe4e407f9e80601d50d8d5","Gunther Kraumm","Lobista","mu0623519101"
"764636031r","FENIX CHILE EIRL","37890cc62b495485009bfc3879c024cd","patricio osvaldo Guiñez","Gestor","an0013556821"
"765327229r","BIOHEIS SPA","e4aaf3a27d807f852afd60efae17a115","Helia Graciela Espejo Villalobos","Gestor","ao0083589211"
"767095392r","ProQC EIRL","cd4e2e6d15086d3ba7604b69c055ea7b","Carlos Antonio Leyguarda Müller","Gestor","ao0233583421"
"767709706r","Sociedad constructora y comercial rivera ltda","eb6ea339b7ea443e0974acaf7422137c","Cristian Rivera","Lobista","ap0103582561"
"768101957r","PER&MOR","9e8f00d494d7a427cc2ffce585db866f","Jorge Daroch","Lobista","mu0853568351"
"768305218r","Productora GA Guillermo Aranguiz E.I.R.L.","9d99eebca10c0dc6cecf1ff201ba2a8a","Guillermo Max Aránguiz Barrios","Gestor","mu0013561071"
"761586793r","Schroders Chile","53db3b691837434dece2c8387ffa4154","Alex Toledo Jimenez","Gestor","nr00310971"
"761586793r","Schroders Chile","8e9fbe2c74c492609a6032f745f683a1","Robert Scott ","Gestor","nr00310971"
"ff7c88f6822a558ae1ac760794de6f17","S/I","4c38aba8abfd28604aeb56617715ea2b","JUAN CARLOS ORELLANA REYES","Gestor","nr002110561"
"ff7c88f6822a558ae1ac760794de6f17","S/I","4c38aba8abfd28604aeb56617715ea2b","JUAN CARLOS ORELLANA REYES","Gestor","nr002110981"
"ff7c88f6822a558ae1ac760794de6f17","S/I","8322605ebef0919c36016eb03922197e","Javier Guerrero","Gestor","nr002120031"
"ff7c88f6822a558ae1ac760794de6f17","S/I","88f1948a568b02720baf800848f3aa2e","Claudia Mella","Gestor","nr002112181"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002113511"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002114801"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002118201"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002120801"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002116031"
"ff7c88f6822a558ae1ac760794de6f17","S/I","bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes","Gestor","nr002114921"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cd84b7a4731b1bb39d6d395631b69f72","Rodolfo Rodrigo Torres Miranda","Gestor","nr002116591"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e005a3d1a141354d5ea051707eb8b7c0","Francisco José Antonio Meza Hernández","Gestor","nr002112121"
