"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"138703940r","Marco Antonio González Andrade","6674a45aa82de5caff3c7ab0b70e4863","raul alexis cofre rivera Cofré Rivera","Gestor","mu1264047311"
"138703940r","Marco Antonio González Andrade","d56878c295f78d5c4d17dfc8c2e89386","Marco Antonio González Andrade","Gestor","mu1264047311"
"700087700r","Seminario Pontificio Menor","6b05161a601d09127767c93b61265b19","Matías Ríos Dempster","Lobista","aj0114074421"
"721010007r","FUNDACIÓN PRODEMU","7b966f4bec0126d33cfe74c8261a11fe","Dinka Herrera","Lobista","mu3354081801"
"767411405r","Inmobiliaria GPR Puerto Varas Limitada","34bea4b09b593ebeaf51da2ecaa1b6e3","Guillermo Pérez Infante","Lobista","aw0024051971"
"767411405r","Inmobiliaria GPR Puerto Varas Limitada","5285b84e9b7071f4edd05e3286acc3ca","Maria Jesús Silva Cavieres","Lobista","aw0024051971"
"767411405r","Inmobiliaria GPR Puerto Varas Limitada","c2e26e56872a67948ef7de2f18501aed","Pablo Antonio Gonzalez Ravanal","Lobista","aw0024051971"
"816989000r","UNIVERSIDAD CATOLICA DE CHILE","57978cf6882bf8cbd84708e785816a89","MaríaJosefina BotteselleEberhard","Gestor","aj0114074501"
"966496606r","Constructora e Inmobiliaria GPR S.A","3ba8722569e93ab00afc8e75f1537d58","LUIS VIDAL","Gestor","aw0024051971"
"782766007r","M y M Limitada","c6896e60be35ecafe4881a601869c5d6","Ricardo Echeverria Melo","Gestor","an0012710331"
"768517118r","TOKAPP CHILE","1d1de7a5ac11d2107a151351f9a1e22f","Patricio Nicolas Moraga Gonzalez","Gestor","mu3004060341"
"12190103kr","SERVICIO DE SALUD ARAUCANÍA NORTE","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00288561"
"12772587kr","PAOLA SUSANA GUZMAN RODRIGUEZ.","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00291161"
"142460300r","THE PEGASUS GROUP COMPANY SA","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00287661"
"620004006r","C.F.T. ESTATAL DE LA REGIÓN DE LOS RÍOS ","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Lobista","nr00290491"
"761993925r","SERVICIOS GENERALES A LA MINERIA EIRL","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00290221"
"763087735r","LUMINIS Consejeros (CZ Consultores SpA)","058d5b943bbf31cd34e50491b8d70cf9","Javier  Zabala Scharpp","Gestor","nr0039151"
"763087735r","LUMINIS Consejeros (CZ Consultores SpA)","9d2b5de2efb4a6c8bc29149c96b4db36","Maureen Honour Albonico","Gestor","nr0039151"
"764881230r","TRINATURAL SPA ","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Lobista","nr00289001"
"774337504r","SOC. EDUCACIONALMIGUEL DE CERVANTES LTDA","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Lobista","nr00288721"
"llcl11000041293r","EFIKA BC","4b7ed781ba743e87cb1a32132bd83607","juan  videla valenzuela","Gestor","nr0038751"
"llcl11000041293r","EFIKA BC","d483b18c34f4aff8b4fa3582dcf30733","Pedro Pablo López León","Gestor","nr0038751"
"nar","Fondo Stewart Investors","3821d742161114ee2189978c1467e213","Brian John McCormick ","Gestor","nr0038651"
"nar","Fondo Stewart Investors","b574eb27ec7359f54af336af43dc1417","Tuffic Salem ","Gestor","nr0038651"
"nar","Fondo Stewart Investors","c23cec5feccad1120db71f03e5f6c962","Juan Domínguez ","Gestor","nr0038651"
"nar","Fondo Stewart Investors","d081cea0c1d5c4481a71d0b99e02c653","Andrew Millar Mathieson","Gestor","nr0038651"
"nar","Fondo Stewart Investors","d97be804bc13efed3a7686a432c3f5f3","Carlos Botelho ","Gestor","nr0038651"
"nar","Fondo Stewart Investors","9439311f70dec6b96290f6428146575d","Guilherme Vicente ","Gestor","nr0038651"
"ff7c88f6822a558ae1ac760794de6f17","S/I","8322605ebef0919c36016eb03922197e","Javier Guerrero","Gestor","nr00289881"
"ff7c88f6822a558ae1ac760794de6f17","S/I","8322605ebef0919c36016eb03922197e","Javier Guerrero","Gestor","nr00282561"
"ff7c88f6822a558ae1ac760794de6f17","S/I","890812e50dceb9e580eb03cb87d70b35","EVELYN  SILVA  CASANOVA","Gestor","nr00289641"
"ff7c88f6822a558ae1ac760794de6f17","S/I","9577060ffdfe2219b8ccd1ad6790910d","DAVID ENRIQUE DIOCAREZ CATALAN","Gestor","nr00283401"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00289011"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00285981"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00287271"
