"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"968005707r","Chilectra S.A.","076431da08b17e89099dd599a458e726","Hector Fuentes","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","2281c2e4813de21f6324f4e473ba7d30","Jorge Villar","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","7ee4fc45d405aae075bb72b633ebef89","Paola Carrascp","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","c60aaed83fe8f11dc150a5f290256d92","Joel Alberto Giraudo Espinoza","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","18c959a10e1a06f5e8c7b929b741e022","Claudio Inzunza","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","31d5fd85b86fc33a7f175fba0661bcce","Ramón Castañeda Ponce","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","47130b0fa3cbf3a09b9789e86531799b","Andrés Iván Palma Avendaño","Gestor","mu0344075851"
"968005707r","Chilectra S.A.","66eb1446852b8c60720b366fa3da62c2","Victor Tavera","Gestor","mu0344075851"
"968201700r","ADECCO RECURSOS HUMANOS","5d134d7ee0570f4d4e4a2f47e38daf1e","Camila Alejandra Aranda González","Gestor","ad0134072531"
"968201700r","ADECCO RECURSOS HUMANOS","b79d9f824d07ab02e262a2fd43009e59","Carlos Baeza","Gestor","ad0134072531"
"968511106r","Indra Sistemas Chile SA","c74d25a2acfe3ef3c11cdcfa5ad8874c","Marco Antonio Lopez Moraga","Gestor","ad00952461"
"995090007r","I-MED S.A","da21476bd2f48fde6c2aff26116a71c1","Luis Canales Diaz","Gestor","ad0134072581"
"781436305r","Jara del Favero Abogados Limitada","9c7af5ba2ccb49dd5838cc0c3c89c581","Julio Lavín Valdés","Gestor","mu1124049531"
"783100703r","Asesorias Blanwst S.A.","089c09e339557e220da1d0f3e8c6cd2a","Cristian Andres Blanche","Gestor","aw0024056281"
"100583674r","UNIVERSIDAD TECNOLÓGICA DE CHILE INACAP","8de8340b19cb172b3ac02a5eb848c60e","JUAN PONCE HERNANDEZ","Gestor","ab0194053811"
"761137344r","Pharmatech >Spa","2563fa4312124ba07d22121b87ebc4e9","Javier Fernando Vega Espinosa","Lobista","ao1094051701"
"761137344r","Pharmatech >Spa","d54dda9aaab6b284e4265436d2266767","Luis Santa María","Lobista","ao1094051701"
"96710390kr","Servicio y Soluciones Tecnológicas S.A.","8de4cd45f4e0b6f0db07defdd77e26ac","Guillermo Carrasco Weber","Gestor","ad00951581"
"968244507r","Inmobiliaria Mall Las Américas S.A.","cd3e79f225fd986f5a4166fb370c7517","Carlos Navarrete","Gestor","mu1124050101"
"884273005r","Automotriz cumsille","24ebfe02c58e44e467b07c22c0212626","Danilo Ivan Gomez Diaz","Lobista","ab0434056661"
"767771754r","Servicios de Capacitación y Formación a Personas Belcap SPA","e1e584db5b43335d59f3cbd0d1065582","Rodrigo Berrios","Gestor","ad00952251"
"761207490r","AR EOLICA ALTO LOA SPA","360ba59d8ba2a1e86043caca4ceec5dd","Bárbara López","Gestor","aq0014094501"
"768701636r","rodrigo quevedo silva","13663745e306a42525f4ee21c7b88bf1","rodrigo quevedo silva","Gestor","mu1124048561"
"651619998r","Corporación para la promoción del consumo del mar","9ee6dea1fe1e7731c7bef3a8fcab105f","Paulo Rojas","Gestor","ai0084049491"
"765398134r","HC Partners","5eb9b8e0747e1888229ef0a6f322e470","Martín Cruz Infante","Gestor","ao0094105131"
"764199987r","COMUNICATIVA LTDA","58060f2542db32eeaee94f76dd6089da","Claudia Andrea Pavez Souper","Lobista","ab0194062591"
"533191193r","Traveschile","d2954abde4d11169fceccdc136c52b1d","Lorraine Michelle Salvo Olivares","Gestor","ad00952081"
"761979159r","Laureate Chile II SpA","972f355346dd95aab6a787a9b4c81e9a","Pedro Covarrubias Besa","Gestor","aj0013594541"
"764636031r","FENIX CHILE EIRL","37890cc62b495485009bfc3879c024cd","patricio osvaldo Guiñez","Gestor","al0013743581"
"765327229r","BIOHEIS SPA","e4aaf3a27d807f852afd60efae17a115","Helia Graciela Espejo Villalobos","Gestor","ao0083718391"
"765327229r","BIOHEIS SPA","e4aaf3a27d807f852afd60efae17a115","Helia Graciela Espejo Villalobos","Gestor","ao0083718401"
"770196035r","senfec spa","4f58484d5775dc45368e45a08a3d111d","Hugo Andrés Bravo Catalán","Lobista","mu3323622651"
"771153704r","Viveros Asociados Chile Ltda / ANA Chile","cc488d0f801602424359f7521c1b7570","Luis Fernandez Mac Dermitt","Gestor","ar0063677171"
"771153704r","Viveros Asociados Chile Ltda / ANA Chile","cc488d0f801602424359f7521c1b7570","Luis Fernandez Mac Dermitt","Gestor","ar0013676601"
"650541138r","ASOCIACIÓN DE FUNCIONARIOS (AFAS)","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002130891"
"762408570r","Esfera4 SpA","8eaabfeceb6cb4dda8e1000a0af4180a","Carlos Ormeño Ramírez","Lobista","nr00312001"
"762408570r","Esfera4 SpA","e270922f887720a0a7fa5a787da52956","Fredy Grey Vega","Lobista","nr00312001"
"762408570r","Esfera4 SpA","f6b9132cd65df28d41c95ea6b60d50e4","Reismary Armas Carpio","Lobista","nr00312001"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e0ac3307756b11b256484507c90c6a72","ROSA DEL CARMEN HUAIQUICHE MUÑOZ","Gestor","nr002126321"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002122501"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr002127361"
"ff7c88f6822a558ae1ac760794de6f17","S/I","b9726c6b3a4608a21f48e6020d3ccd7c","Jorge Alza Escobar Morales","Gestor","nr002126751"
"ff7c88f6822a558ae1ac760794de6f17","S/I","c4c1f8afd134e2865154bc0195e38f89","marianne knaak","Gestor","nr002130191"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cb17466c90731142d9a65549a987d64e","Valentina Alejandra Durán Medina","Gestor","nr002131301"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cb296c5ed27b3485a7f0c1eff00a3926","Héctor Méndez Carrasco","Gestor","nr002123371"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cd84b7a4731b1bb39d6d395631b69f72","Rodolfo Rodrigo Torres Miranda","Gestor","nr002123611"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d002f60032283708660e39f520441864","Rosa CerdaTrujillo","Gestor","nr002126741"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d09ce5ab355d4950084f4c811ac70671","ALEJANDRO  VERGARA BLANCO","Gestor","nr002125421"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e6f7ec1c95d19b79593fe51922685023","Patricia Vasquea","Gestor","nr002127201"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f1d0db586962075cae13cc1769ee1ba1","MaríaJeanette ToroFuentes","Gestor","nr002122311"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f1d0db586962075cae13cc1769ee1ba1","MaríaJeanette ToroFuentes","Gestor","nr002129801"
"ff7c88f6822a558ae1ac760794de6f17","S/I","37ceb0f0db70c65303339cc92a743c45","MARCO ALEJANDRO ARAYA LLANOS","Gestor","nr002123161"
"ff7c88f6822a558ae1ac760794de6f17","S/I","556e101d2f4ded6b90fda22ddc86f2fd","JUAN CARLOS GANGAS BERRIOS","Gestor","nr002123341"
"ff7c88f6822a558ae1ac760794de6f17","S/I","61892019c9ca2efaec057aa07d782a36","Francisco Torres Valderrama","Gestor","nr002122131"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a0ad67c1f2d5f4e196010195f9a7bfae","Francisco Lopez Castillo","Gestor","nr002125021"
"ff7c88f6822a558ae1ac760794de6f17","S/I","ef9faa650f95604849e8859b0bfbc1ba","Gastón Hermogenes  Perez Gonzalez","Gestor","nr002131131"
"ff7c88f6822a558ae1ac760794de6f17","S/I","fd5aeca6f245504e91dc2955fc21f1ad","René Alinco Bustos","Gestor","nr002126801"
"ff7c88f6822a558ae1ac760794de6f17","S/I","2fdad4fd447bbbb09d1230d56caa76dd","Jessica Tapia Romero","Gestor","nr002124391"
"ff7c88f6822a558ae1ac760794de6f17","S/I","148fc1ce006ca29fb94df5624d445183","KATHERINE  URIBE VILLARROEL","Gestor","nr002121581"
"ff7c88f6822a558ae1ac760794de6f17","S/I","b3e403f3621faf092e7dc039be306d8a","ISOLINA  GENOVEVA MORA FERRER","Gestor","nr002128791"
"ff7c88f6822a558ae1ac760794de6f17","S/I","02fabf2f76c7b3274f2bb50d9fe7cd2b","JOSÉ ANTONIO ALVAREZ CALDERÓN","Gestor","nr002129131"
"ff7c88f6822a558ae1ac760794de6f17","S/I","02fabf2f76c7b3274f2bb50d9fe7cd2b","JOSÉ ANTONIO ALVAREZ CALDERÓN","Gestor","nr002131551"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e076d989b0b8f53f4402e1c9cc168c6f","ROBERTO DIAZ SOTO","Gestor","nr002125301"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e076d989b0b8f53f4402e1c9cc168c6f","ROBERTO DIAZ SOTO","Gestor","nr002130171"
"ff7c88f6822a558ae1ac760794de6f17","S/I","05c956b3cd43898257baf5098dbc0e55","claudio kappes","Gestor","nr002124771"
"ff7c88f6822a558ae1ac760794de6f17","S/I","13917df04795bba151af3b927d446538","Andres Muñoz Verdugo","Gestor","nr002128941"
"ff7c88f6822a558ae1ac760794de6f17","S/I","1b18c503b921793375b696ef939ee66b","Fred Fernández Carrera","Gestor","nr002133101"
"ff7c88f6822a558ae1ac760794de6f17","S/I","1b63861712a6aca75d23e697f7ac3d65","Alejandro Gabriel Riquelme Ducci","Gestor","nr002129631"
"ff7c88f6822a558ae1ac760794de6f17","S/I","44e19e1af7c0cc363966ea7fabee4515","MAURICIO  OVANDO HERNANDEZ","Gestor","nr002123891"
"ff7c88f6822a558ae1ac760794de6f17","S/I","46f16a2a800954163056c2ac3c8ee4a0","IVONNE DEL PILAR VENEGAS REYES","Gestor","nr002123221"
"ff7c88f6822a558ae1ac760794de6f17","S/I","51e6ef000360641e709c1fbbec7309d7","María Cecilia Díaz Obando","Gestor","nr002129001"
"ff7c88f6822a558ae1ac760794de6f17","S/I","580e600249c98734441b4c8b265f9da5","RAMÓN RUBIO DONOSO","Gestor","nr002124311"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6b2222d0b0c88effb408ad2c9ca8921b","Lorena Beatriz Uribe Aguilera","Gestor","nr002129591"
"ff7c88f6822a558ae1ac760794de6f17","S/I","7075c191d7554ecbf0559d2d41b50629","Marcelo Quezada Pulido","Gestor","nr002121361"
"ff7c88f6822a558ae1ac760794de6f17","S/I","95ff96405a1bf2d72b6c7a96afc6420e","Silvana Carla Paredes Figueroa","Gestor","nr002132731"
"ff7c88f6822a558ae1ac760794de6f17","S/I","b39440736f8b2f0bf4a58581752fb9f8","FRANCISCO  FIGUEROA GROVER","Gestor","nr002130311"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cd0aef70c06ae938273bf4a9a863b3ce","Jorge Eliecer Roa Villegas","Gestor","nr002129571"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d304b1d382c4775cd8120a30b30727e8","LUZ MARIA VIVEROS  LOPEZ","Gestor","nr002130921"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e81a34e4d79fb006882a1782a1f043d5","JORGE CONDEZA NEUBER","Gestor","nr002128851"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f5c7a47f8e2afd8948c63c8150336b08","VERONICA YANETH ARAVENA FLORES","Gestor","nr002125481"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f6222297c7ba95f872872bd7faa655ce","Jorge  Rivas Figueroa","Gestor","nr002128861"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0cd05f353ee7f474aff3b9594b842126","rafael francisco arriagada sanchez","Gestor","nr002128481"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0cd05f353ee7f474aff3b9594b842126","rafael francisco arriagada sanchez","Gestor","nr002128491"
"ff7c88f6822a558ae1ac760794de6f17","S/I","aa9b2bb369355a727cdaeb9378aabef5","Mario Troncoso","Gestor","nr002125191"
"ff7c88f6822a558ae1ac760794de6f17","S/I","90618046ae781ea7dfebe5d096bc8798","JEANINE ESTER ESCOBAR ESPINOZA","Gestor","nr002127031"
"ff7c88f6822a558ae1ac760794de6f17","S/I","757b371aee0427c72f4750026feac025","Luis Rodrigo Reyes Duarte","Gestor","nr002125711"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0df6f5958d6756a38652645c3062b109","NANCY SILVA GUERRERO","Gestor","nr002126161"
"ff7c88f6822a558ae1ac760794de6f17","S/I","1c8136a44f8f4c9a8456808b6edb0d73","RODRIGO ANDRÉS  ARANCIBIA MORENO","Gestor","nr002126301"
"ff7c88f6822a558ae1ac760794de6f17","S/I","3e24241dc08aae605a2555ef40d6c9c3","Zulema DíazCastro","Gestor","nr002126291"
"ff7c88f6822a558ae1ac760794de6f17","S/I","51ca458f1c3d9a17adf82d8fcfd89f67","Jose Silva Prado","Gestor","nr002123241"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6965ee6db9e222996e180b70cb79160a","Janet Santibáñez Baez","Gestor","nr002121571"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6b5e771c6bb16b413efce99a18fb7c2b","Hector Octavio Santana Carmona","Gestor","nr002132021"
"ff7c88f6822a558ae1ac760794de6f17","S/I","8dc470a6c5fd6bf37ce89c586ccc795e","RAUL VERNAL ORMAZABAL","Gestor","nr002127411"
"ff7c88f6822a558ae1ac760794de6f17","S/I","98c1cdab62876476bc710e1950af256a","Samuel Guerrero Rojas","Gestor","nr002130141"
"ff7c88f6822a558ae1ac760794de6f17","S/I","9d1aa7d7e6263ae63f870aee52c344f8","ROBERTO MANCILLA","Gestor","nr002125911"
"ff7c88f6822a558ae1ac760794de6f17","S/I","b4a1960f3bb5277e856e4d976e9fda15","Sandra Olivares Camus","Gestor","nr002124561"
"ff7c88f6822a558ae1ac760794de6f17","S/I","bebf40cce52608a44877faf4baaca07a","DANIEL ELIAS ALCHAHUEÑE ALIAGA","Gestor","nr002128161"
"ff7c88f6822a558ae1ac760794de6f17","S/I","bff61fbe675d60bce6232fbf0e7fd488","MARÍA ANGÉLICA MUÑOZ TRIVIÑO","Gestor","nr002125571"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cc953588a154fa08a3f65f7545f7c75e","Javier Alejandro Jaramillo Soto","Gestor","nr002131741"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d8d966636148c50be633b015fcd61e4f","MARCOS MAYORGA","Gestor","nr002131141"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e6fd728dfb6229cd69f3cde750e8b495","PABLO ANDRÉS TAPIA PINTO","Gestor","nr002124591"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f2966f8bc0e38eb9da340a2e0fb856c5","DAVID FERNANDO CADEMÁRTORI GAMBOA","Gestor","nr002124971"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f803024d62b6212faca1d9be8cedd29d","Mauricio Alarcón Guzmán","Gestor","nr002126891"
"ff7c88f6822a558ae1ac760794de6f17","S/I","fbbea09a8e983845efe5e68897488843","José Antonio Ramírez","Gestor","nr002125791"
"ff7c88f6822a558ae1ac760794de6f17","S/I","5517c3634eaa1880ad9c106d09ed4486","EDUARDO VERGARA  PAREDES","Gestor","nr002127341"
"ff7c88f6822a558ae1ac760794de6f17","S/I","2914104c903c32ac9606ab45cabe1914","Claudio Sebastián Pérez Golzman","Gestor","nr002131281"
"ff7c88f6822a558ae1ac760794de6f17","S/I","edafdb8940fad67568e2293b3d76add9","Leonidas Romero Saez","Gestor","nr002126341"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f44c7b6f6b4f5be80b3cc13fddeb843c","SERGIO MARIN","Gestor","nr002121111"
"ff7c88f6822a558ae1ac760794de6f17","S/I","3ac075e3100a6b4633220381177fef8c","LUIS MARTIN CAMUS LOYOLA","Gestor","nr002124411"
"ff7c88f6822a558ae1ac760794de6f17","S/I","3b1cc4e41338ed582c473f11872de856","Eduardo Cordero Quinzacara","Gestor","nr002131481"
"ff7c88f6822a558ae1ac760794de6f17","S/I","203405cc2ca88cacc814145a683980f8","Boris Chamorro Rebolledo","Gestor","nr002122551"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6974171a5d926cf358ad700fef79c0e6","PAULA OLEA","Gestor","nr002127231"
"ff7c88f6822a558ae1ac760794de6f17","S/I","162161313bf32b08c284721560701613","TEODORA MARTINA CALLE MAMANI","Gestor","nr002126551"
"ff7c88f6822a558ae1ac760794de6f17","S/I","2e68d165b945ae1c05137c85f585b52e","¨Jorge Hernán Reyes Zapata","Gestor","nr002125931"
"ff7c88f6822a558ae1ac760794de6f17","S/I","3cf0f62cf5b5c5ceea946f4bda5a8e4e","Zulema Cabrera","Gestor","nr002127151"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6a45da5fc05911f54e9a4420c6790cb2","GUILLERMO ENRIQUE CANALES SEGUEL","Gestor","nr002127521"
"ff7c88f6822a558ae1ac760794de6f17","S/I","c10451cc5f42b660eef0a1aee79cee4c","Patricio Arias","Gestor","nr002122831"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f31ea82b163ae0f7e8a6f504dd619f13","Alejandro Navarro Brain","Gestor","nr002124841"
"ff7c88f6822a558ae1ac760794de6f17","S/I","091baf7c522c244a163b4859d1986743","Victor Arancibia","Gestor","nr002122321"
"ff7c88f6822a558ae1ac760794de6f17","S/I","119a7cdddca4fd49fc28cedbdee7d17e","Rodrigo Alejandro Araya Morales","Gestor","nr002122731"
"ff7c88f6822a558ae1ac760794de6f17","S/I","af4282a55ef24d0054efcbeb07243ec9","Oscar Mauricio Diaz del Campo","Gestor","nr002123741"
"ff7c88f6822a558ae1ac760794de6f17","S/I","bd1dfa6662898f89af6dc8661470031e","Marco Antonio Vásquez Ulloa","Gestor","nr002122051"
"ff7c88f6822a558ae1ac760794de6f17","S/I","202a2ffad6044d434b69b2c75b95d958","Miguel Adolfo Zárate Carrazana","Gestor","nr002123761"
"ff7c88f6822a558ae1ac760794de6f17","S/I","91e5e5b1f1ee3edd75a7913676bccf41","Michelle Villagran Salazar","Gestor","nr002126091"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a374a9d66ebcee8cbab6fa5d643f3955","Marcelo Lermanda Morales","Gestor","nr002124921"
"ff7c88f6822a558ae1ac760794de6f17","S/I","af008a611674e81a2f9eda62c840ee49","John Miguel Sanchez Arroyo","Gestor","nr002126271"
"ff7c88f6822a558ae1ac760794de6f17","S/I","da403f792aa669f4047ee6a50a9d194d","Paulo Cerpa Opazo","Gestor","nr002125651"
"ff7c88f6822a558ae1ac760794de6f17","S/I","ed2ad0b8a9014ae43a11c6bd460a2d9d","Víctor Hugo Jaramillo Salgado","Gestor","nr002128571"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cccbd06f08495d091f9afa62f442338f","Patricia García Medina","Gestor","nr002126721"
"ff7c88f6822a558ae1ac760794de6f17","S/I","8082d0a472a11efda83ce9eac74b093f","MILEN JAQUE QUIÑONES","Gestor","nr002122471"
"ff7c88f6822a558ae1ac760794de6f17","S/I","1b478a41313573c4cba9fbdeed83e451","Jaime Quintana Leal","Gestor","nr002126451"
"ff7c88f6822a558ae1ac760794de6f17","S/I","340d2d727469bf4de439d855cdca2e96","Boris Claudio Navarrete Jiménez","Gestor","nr002125281"
"ff7c88f6822a558ae1ac760794de6f17","S/I","340d2d727469bf4de439d855cdca2e96","Boris Claudio Navarrete Jiménez","Gestor","nr002131001"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6aec3eb9bea15cb55c1375f1c762adb9","Rafael Harvey","Gestor","nr002130601"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f5ef9133f949c3b517a4ace4abed138b","IVAN ROBLES VALENZUELA","Gestor","nr002122541"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f4af53b876ec3a90452de6ac82895d70","PABLO MARTINEZ FUENTES","Gestor","nr002124541"
"ff7c88f6822a558ae1ac760794de6f17","S/I","68668f5b47b711e59025c1d06ec33dd8","HÉCTOR PAREDES CÁCERES","Gestor","nr002123751"
"ff7c88f6822a558ae1ac760794de6f17","S/I","4222ddf89ba6de48f0e22ba2bff791a5","Carlos Baumert Llanos","Gestor","nr002126381"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0026ae98cf1cda22b3377597c9ba6b1d","CARLOS ORTIZ HIDALGO","Gestor","nr002121471"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0026ae98cf1cda22b3377597c9ba6b1d","CARLOS ORTIZ HIDALGO","Gestor","nr002125751"
"ff7c88f6822a558ae1ac760794de6f17","S/I","063a244aae2189ac3badf0659b9cc85d","CLAUDIA CRISTINA DIAZ  TORRES","Gestor","nr002127161"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0d3c5e7a71bbc3657093398b4f836736","HUGO  VALLEJOS REYES","Gestor","nr002125691"
"ff7c88f6822a558ae1ac760794de6f17","S/I","111ba6d68fec84585be8df3c211f6309","ELBA  SOTO  ORTIZ","Gestor","nr002128121"
"ff7c88f6822a558ae1ac760794de6f17","S/I","13177ad16288d526711c183449a4d43e","EVELYN OLATE BARRA","Gestor","nr002118241"
"ff7c88f6822a558ae1ac760794de6f17","S/I","148dc960eaf8bcb5e4d228acfdf6165e","PATRICIO INOSTROZA GOMEZ","Gestor","nr002123711"
"ff7c88f6822a558ae1ac760794de6f17","S/I","16b474f042feb232ab45029975a12f14","RENÉ  LEONARDO ARTIGAS CONTRERAS","Gestor","nr002124521"
"ff7c88f6822a558ae1ac760794de6f17","S/I","21f89fae5fc09a9b839ba7a54d134416","LUIS IGNACIO ORTIZ ORTIZ","Gestor","nr002121921"
"ff7c88f6822a558ae1ac760794de6f17","S/I","255e9b7de81c2e78d27a7a8d392f1c6a","WILLIAMS REBOLLEDO ORTEGA","Gestor","nr002128131"
"ff7c88f6822a558ae1ac760794de6f17","S/I","2bbe6b02c459edbcecf37c377f04d63f","PAOLA SOLIS LUFI","Gestor","nr002127821"
"ff7c88f6822a558ae1ac760794de6f17","S/I","2cc9c291b723295f6a587c155d4ba1b5","JOSÉ QUEVEDO PINOCHET","Gestor","nr002124991"
"ff7c88f6822a558ae1ac760794de6f17","S/I","321894953205b0d589510af241603fcb","GINO BENVENUTO AVILA","Gestor","nr002122591"
