"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"cbe550e5ff7ca793713ef3c82a7d72c1","S/I                             ","f39d66179662336d98a7ba0524594243","CarlosAndrés SchaafRaposo","Gestor","nr006ar54021"
"cbe550e5ff7ca793713ef3c82a7d72c1","S/I                             ","b77c1c7f58ff298462d9cf675063c060","Felipe del Solar Agüero","Lobista","nr006ar54021"
"cbe550e5ff7ca793713ef3c82a7d72c1","S/I                             ","0c789e03b01036ab36ea73d5028e192d","Patricio Monardez","Gestor","nr006ar48291"
"cbe550e5ff7ca793713ef3c82a7d72c1","S/I                             ","640bb65902983da5e16b2dd17b19b6cf","Felipe Ignacio Barrueto Ávalos","Lobista","nr006ar54021"
"cbe550e5ff7ca793713ef3c82a7d72c1","S/I                             ","6c9c01b916f4af240083e9a24f4b2093","Cristian Aranguiz","Gestor","nr006ar48291"
"703731007r","COLEGIO DE PROFESORES DE CHILE A.G","296a79b9f64924bbca35ffd60a3fb422","Jorge Zacarias Munizaga Miranda","Gestor","mu3354081651"
"703731007r","COLEGIO DE PROFESORES DE CHILE A.G","296a79b9f64924bbca35ffd60a3fb422","Jorge Zacarias Munizaga Miranda","Gestor","mu3354081641"
"703731007r","COLEGIO DE PROFESORES DE CHILE A.G","749c0b41548faafd92060dbf9017c952","GUILLERMODELROSARIO ADAOSSEURA","Gestor","mu3354081641"
"715919001r","asociacion gremial minera de la higuera","cb183461c79dcd6ba7bfba3248b212a4","hector edmundo paez barraza","Gestor","mu3354081661"
"798228404r","Browse Ingeniería de Software S.A.","5505a2812e7afe4c7c84a4127eba85b8","Sebastián Ricardo Rubilar Espinosa","Gestor","ao0234047101"
"ff7c88f6822a558ae1ac760794de6f17","S/I","4c63a6e725e5aa86e351e38d2f2fd283","DAFNE  ARIZTIA VIDAL","Gestor","nr00242811"
"ff7c88f6822a558ae1ac760794de6f17","S/I","ab128b21a89cf2a89b87de5e162a0dcc","José Torga","Gestor","nr00246651"
"ff7c88f6822a558ae1ac760794de6f17","S/I","c84edd7cdbe7f80f5fbf57070dbfded6","Luis Felipe Navarro González","Gestor","nr00246731"
"ff7c88f6822a558ae1ac760794de6f17","S/I","cc6425fb297207a4712e3d5d5903248b","María Trinidad Steinert Herrera","Gestor","nr00242601"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d876f8f4f283567e1e91ca95f2add32f","Lautaro Del Carmen Garrido Nuñez","Gestor","nr00246661"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f49cc98af3c6512d5e3cf60ac4072102","JuliánJosé AlcayagaOlivares","Gestor","nr00242021"
"ff7c88f6822a558ae1ac760794de6f17","S/I","008170b469f4dc0e0ba2f55e8d6209d2","DaniloGonzalo PandolffoAvalos","Gestor","nr00243831"
"ff7c88f6822a558ae1ac760794de6f17","S/I","02b3f48488ce768b200cb17cddd78837","Juan Lopez Cruz","Gestor","nr00246341"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0355f64090bda142924badeb2f8c248c","Juan Carlos Leiva Sánchez","Gestor","nr00244611"
