"codigoActivo","activo","uriEmpLobby","codigoEmpLobby","empresaLobby","codigoAudiencia","codigoRepresentado","representado","giroRepresentado"
"13a902f63b39c3c0ab5e579d76021fd7","Sylvia de las Mercedes Rios Montero",,,,"av0016421","13a902f63b39c3c0ab5e579d76021fd7","Sylvia de las Mercedes Rios Montero",
"2016aadbead29604daa4b9a71796791a","Luis Guillermo Silva Cerda",,,,"ap00121781","2016aadbead29604daa4b9a71796791a","Luis Guillermo Silva Cerda",
"87e6a13115594e11dd18fc4c366964b6","Renato Madariaga",,,,"am0017381","87e6a13115594e11dd18fc4c366964b6","Renato Madariaga",
"cbc7a8d69f89f16efe1ff9a9ae592c83","Ruth Vuskovic",,,,"av0016421","cbc7a8d69f89f16efe1ff9a9ae592c83","Ruth Vuskovic",
"a0159f70918f4b738f7d870d2be00c45","Humberto Cerezo",,,,"al00114551","a0159f70918f4b738f7d870d2be00c45","Humberto Cerezo",
"0df6f5958d6756a38652645c3062b109","NANCY SILVA GUERRERO",,,,"ak00124001","12bf01f956623a609b78b59c1002e0d1","ANEF Los Ríos",""
"25d4b9d5cd13869b545e5e3562d8e867","Patricio Araya Hernandez",,,,"ak00124001","e81734177c0300e97178de60b9cdcf50","Frente de Trabajadores del Sename del CIP CRC Valdivia",""
"25d4b9d5cd13869b545e5e3562d8e867","Patricio Araya Hernandez",,,,"ak00124001","69788629r","Asociación de Funcionarios del Sename - AFUSE","Asociación de Funcionarios"
"5d9b8d7431a5ab862d971e07fa6de6e2","DANIEL GORDON",,,,"aw00233861","965057609r","Colbún S.A.","Generación Energía Eléctrica"
"c5a4e2078afa20501a777178d2fd78ce","AntonioEvans ParraguezRoa",,,,"aj01126821","62348801r","Antonio Parraguez Roa","Jardin Infantil"
"74c038973af5f297b04959e3290b653d","Celso Quezada","http://datos.infolobby.cl/infolobby/entidad/968135201r","968135201r","Chilquinta Energía S.A.","au00425511","74c038973af5f297b04959e3290b653d","Celso Quezada",
"88f14dcb210f58080b8c8949a11e8819","Constanza Pantaleón","http://datos.infolobby.cl/infolobby/entidad/650376579r","650376579r","Asociación Gremial de Generadoras de Chile","aw00218391","88f14dcb210f58080b8c8949a11e8819","Constanza Pantaleón",
"8c8f6105c51d4b96964337c611cd0109","Bárbara Negrón","http://datos.infolobby.cl/infolobby/entidad/650817982r","650817982r","Unión Nacional de Artistas A.G.","ah0016951","8c8f6105c51d4b96964337c611cd0109","Bárbara Negrón",
"a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","http://datos.infolobby.cl/infolobby/entidad/9267181kr","9267181kr","ASOCIACIÓN GREMIAL DE INSTITUCIONES DE INFANCIA","nr0025241","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion",
"a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo","http://datos.infolobby.cl/infolobby/entidad/700229203r","700229203r","Asociación de Empresas Eléctricas A.G / Empresas Eléctricas A.G","au00425511","a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo",
"a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo","http://datos.infolobby.cl/infolobby/entidad/700229203r","700229203r","Asociación de Empresas Eléctricas A.G / Empresas Eléctricas A.G","au00129051","a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo",
"a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo","http://datos.infolobby.cl/infolobby/entidad/700229203r","700229203r","Asociación de Empresas Eléctricas A.G / Empresas Eléctricas A.G","au0048581","a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo",
"a999d722bf064798a7cbb3c120718261","Francisco Torrealba","http://datos.infolobby.cl/infolobby/entidad/761538691r","761538691r","Energía Valhalla SpA","au0019071","a999d722bf064798a7cbb3c120718261","Francisco Torrealba",
"adb288785c951f06deb88f1f6bbc4a53","Luis Pedro Sanguinetti","http://datos.infolobby.cl/infolobby/entidad/909430003r","909430003r","Alcatel-Lucent de Chile S.A.","an0027291","adb288785c951f06deb88f1f6bbc4a53","Luis Pedro Sanguinetti",
"c09c8253a18ba5472d52abb2cf6b7868","MARIELA PEREZ","http://datos.infolobby.cl/infolobby/entidad/730513003r","730513003r","Fundación Nacional Superación pobreza","ab01822811","c09c8253a18ba5472d52abb2cf6b7868","MARIELA PEREZ",
"d4dd281f7c77b9ebe8c3c7a46b4fd40c","Julio Matta Díaz","http://datos.infolobby.cl/infolobby/entidad/109765996r","109765996r","Spider Tracks Limited","ad00813361","d4dd281f7c77b9ebe8c3c7a46b4fd40c","Julio Matta Díaz",
"e9194b864fb5beacd3984277c83ae003","Claudio Tabilo","http://datos.infolobby.cl/infolobby/entidad/761872281r","761872281r","Celeo Redes Chile Limitada","au00129051","e9194b864fb5beacd3984277c83ae003","Claudio Tabilo",
"ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza","http://datos.infolobby.cl/infolobby/entidad/81458500kr","81458500kr","CÁMARA CHILENA DE LA CONSTRUCCIÓN A.G.","ap00116151","ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza",
"ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza","http://datos.infolobby.cl/infolobby/entidad/81458500kr","81458500kr","CÁMARA CHILENA DE LA CONSTRUCCIÓN A.G.","ap0017181","ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza",
"ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza","http://datos.infolobby.cl/infolobby/entidad/81458500kr","81458500kr","CÁMARA CHILENA DE LA CONSTRUCCIÓN A.G.","ap0017221","ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza",
"f523cca5c4661731814d64da152a50f3","RUBEN ELEAZAR SOTO HIGUERA","http://datos.infolobby.cl/infolobby/entidad/877788008r","877788008r","SOCIEDAD PERIODISTICA ARAUCANIA SA","aw00233901","f523cca5c4661731814d64da152a50f3","RUBEN ELEAZAR SOTO HIGUERA",
"faa2c262c20b2916d2225fee0f012430","Gonzalo Labbe","http://datos.infolobby.cl/infolobby/entidad/968005707r","968005707r","Chilectra S.A.","au0048581","faa2c262c20b2916d2225fee0f012430","Gonzalo Labbe",
"0c2b7233e440ab26b6d4196b6beefdb2","Jimena Puentes","http://datos.infolobby.cl/infolobby/entidad/785662504r","785662504r","Promedon","ao00324791","0c2b7233e440ab26b6d4196b6beefdb2","Jimena Puentes",
"113dc6edf00ae8c88429046f92980f21","diego goldsack","http://datos.infolobby.cl/infolobby/entidad/785662504r","785662504r","Promedon","ao00324791","113dc6edf00ae8c88429046f92980f21","diego goldsack",
"152bbc3460a5e4bcc5ee413175238dde","Mauricio Ladron de Guevara","http://datos.infolobby.cl/infolobby/entidad/762101777r","762101777r","FAIQ CHILE","ah0049281","152bbc3460a5e4bcc5ee413175238dde","Mauricio Ladron de Guevara",
"1d1b601098df54f5e3cb41eab104242e","Carmen Arce Bustos","http://datos.infolobby.cl/infolobby/entidad/650244664r","650244664r","Fundacion Educacional Coanil","ab02019341","1d1b601098df54f5e3cb41eab104242e","Carmen Arce Bustos",
"305b0ee198a8919b929687fcd1603169","mary bustos","http://datos.infolobby.cl/infolobby/entidad/609210001r","609210001r","UNIVERSIDAD DE VALPARAISO","aj01014161","305b0ee198a8919b929687fcd1603169","mary bustos",
"4490f799d32b896d6083b447a0083c9c","ELIANA PREA GOMEZ","http://datos.infolobby.cl/infolobby/entidad/609250119r","609250119r","ESCUELA GUILLERMO CERECEDA ROJAS","aj00912871","4490f799d32b896d6083b447a0083c9c","ELIANA PREA GOMEZ",
"4e8144fbc5e809581682f74b26ff45b9","Beberly LABARCA","http://datos.infolobby.cl/infolobby/entidad/713039004r","713039004r","Corporación de Desarrollo Social de Cerro Navia","aj00912201","4e8144fbc5e809581682f74b26ff45b9","Beberly LABARCA",
"534582431e4756f810ac81a640f22967","Mario Gomez Hueitra","http://datos.infolobby.cl/infolobby/entidad/692009002r","692009002r","MUNICIPALIDAD DE PAILLACO","aj01126841","534582431e4756f810ac81a640f22967","Mario Gomez Hueitra",
