"codigoActivo","activo","uriEmpLobby","codigoEmpLobby","empresaLobby","codigoAudiencia","codigoRepresentado","representado","giroRepresentado"
"489b5af670f378ac95240cfab53793bd","HERNAN MLADINIC","http://datos.infolobby.cl/infolobby/entidad/590668907r","590668907r","empresas verdes llc chile","ar0012335331","489b5af670f378ac95240cfab53793bd","HERNAN MLADINIC",
"4caf95d200997410e6b60ce511d7a741","Victor Exequiel Alejandro menares rozas","http://datos.infolobby.cl/infolobby/entidad/788744706r","788744706r","STRYKER CORPORATION (CHILE) Y CIA LTDA","ao0202370971","4caf95d200997410e6b60ce511d7a741","Victor Exequiel Alejandro menares rozas",
"5cadb4d5b7976803fabc3db8d873b4e7","Robert Fleet Gonzalez","http://datos.infolobby.cl/infolobby/entidad/831210001r","831210001r","ICC INGENIEROS CIVILES CONSULTORES LTDA","mu1202268191","5cadb4d5b7976803fabc3db8d873b4e7","Robert Fleet Gonzalez",
"6489a95e077c3cd36ba82212f214e4e3","Pablo Guillermo Muxica Rabagliati","http://datos.infolobby.cl/infolobby/entidad/763265218r","763265218r","Inmobiliaria Forjo S.A.","mu3412215631","6489a95e077c3cd36ba82212f214e4e3","Pablo Guillermo Muxica Rabagliati",
"680afec55e5142fc6fa36c051ebbb3ec","Dafne Aroca Sotelo","http://datos.infolobby.cl/infolobby/entidad/916140002r","916140002r","Compañía Minera Cerro Negro S.A.","ar0042197201","680afec55e5142fc6fa36c051ebbb3ec","Dafne Aroca Sotelo",
"6a8bcc6d6daa1015b56f98d48e6a98ab","Alex Nohra Zuñiga","http://datos.infolobby.cl/infolobby/entidad/760243442r","760243442r","URBANO PROYECTOS S.A.","mu0012271341","6a8bcc6d6daa1015b56f98d48e6a98ab","Alex Nohra Zuñiga",
"702b682d32244e3a0df02f6ece98c112","Andrés Eduardo Pérez Correa","http://datos.infolobby.cl/infolobby/entidad/690911000r","690911000r","MUNICIPALIDAD DE LITUECHE","ap0012263871","702b682d32244e3a0df02f6ece98c112","Andrés Eduardo Pérez Correa",
"764a3f0d0debbd1c904b26de085738c1","PATRICIA FARIAS ARANDA","http://datos.infolobby.cl/infolobby/entidad/760563455r","760563455r","EL TIPOGRAFO SPA","mu0812632811","764a3f0d0debbd1c904b26de085738c1","PATRICIA FARIAS ARANDA",
"7e6df8b8f8eba31d7ae00feed7efd89c","MARIA SOLEDAD SANCHEZ GONZALEZ","http://datos.infolobby.cl/infolobby/entidad/76409610kr","76409610kr","ARQUITECTOS CONSULTORES S.A.","mu2322201161","7e6df8b8f8eba31d7ae00feed7efd89c","MARIA SOLEDAD SANCHEZ GONZALEZ",
"86f44bdcce3aa42f02ac6ab678a432bf","Victor Ramirez Figueroa","http://datos.infolobby.cl/infolobby/entidad/767414501r","767414501r","TRATACAL S.A","aq0012193461","86f44bdcce3aa42f02ac6ab678a432bf","Victor Ramirez Figueroa",
"9391f6c1afc50cb43b622d56577e753f","Angela Maria Rojas Escudero","http://datos.infolobby.cl/infolobby/entidad/888941bafe7f7273e772b01ebd23f414","888941bafe7f7273e772b01ebd23f414","Consejo Regional de Coquimbo","nr0082201841","9391f6c1afc50cb43b622d56577e753f","Angela Maria Rojas Escudero",
"94b0ee1397077f01f4c6cb897bdd91bf","Manuel Celis","http://datos.infolobby.cl/infolobby/entidad/61704000kr","61704000kr","CODELCO CHILE DIVISION MINISTRO HALES","as0042326411","94b0ee1397077f01f4c6cb897bdd91bf","Manuel Celis",
"94b0ee1397077f01f4c6cb897bdd91bf","Manuel Celis","http://datos.infolobby.cl/infolobby/entidad/61704000kr","61704000kr","CODELCO CHILE DIVISION MINISTRO HALES","as0042320041","94b0ee1397077f01f4c6cb897bdd91bf","Manuel Celis",
"94b0ee1397077f01f4c6cb897bdd91bf","Manuel Celis","http://datos.infolobby.cl/infolobby/entidad/61704000kr","61704000kr","CODELCO CHILE DIVISION MINISTRO HALES","as0042220621","94b0ee1397077f01f4c6cb897bdd91bf","Manuel Celis",
"94c72f4e3f1a89f7e2d3c6c09b6e5403","Federico Cumming Godoy","http://datos.infolobby.cl/infolobby/entidad/966418605r","966418605r","INMOBILIARIA PY","mu3314378411","94c72f4e3f1a89f7e2d3c6c09b6e5403","Federico Cumming Godoy",
"94c72f4e3f1a89f7e2d3c6c09b6e5403","Federico Cumming Godoy","http://datos.infolobby.cl/infolobby/entidad/966418605r","966418605r","INMOBILIARIA PY","mu0662194321","94c72f4e3f1a89f7e2d3c6c09b6e5403","Federico Cumming Godoy",
"9fb875e63d16bacabadc5ba55e616490","Juan Vallejos Carle","http://datos.infolobby.cl/infolobby/entidad/826979003r","826979003r","asociacion de canalistas del canl biobio negrete","ar0022236371","9fb875e63d16bacabadc5ba55e616490","Juan Vallejos Carle",
"a09f7eca6e87fc4fa2f8b9b1ebcb762d","Rodrigo Alonso","http://datos.infolobby.cl/infolobby/entidad/798408208r","798408208r","Sociedad Constructora de Viviendas Económicas Pocuro SpA","aw0042326021","a09f7eca6e87fc4fa2f8b9b1ebcb762d","Rodrigo Alonso",
"a09f7eca6e87fc4fa2f8b9b1ebcb762d","Rodrigo Alonso","http://datos.infolobby.cl/infolobby/entidad/798408208r","798408208r","Sociedad Constructora de Viviendas Económicas Pocuro SpA","aw0042210071","a09f7eca6e87fc4fa2f8b9b1ebcb762d","Rodrigo Alonso",
"a110e83057b3459bfcd7f9752ab3302e","Etienne Louis Araya Rivera","http://datos.infolobby.cl/infolobby/entidad/99720948r","99720948r","Geoxite SpA","ad0232318181","a110e83057b3459bfcd7f9752ab3302e","Etienne Louis Araya Rivera",
"a16292b96a9a62878e352405a0055830","Winston Alburquenque","http://datos.infolobby.cl/infolobby/entidad/913370007r","913370007r","Cemento Polpaico S.A.","am0062252871","a16292b96a9a62878e352405a0055830","Winston Alburquenque",
"a512cc90b2d69313b30a6d22853fea3f","Valentina Santelices","http://datos.infolobby.cl/infolobby/entidad/61704000kr","61704000kr","CODELCO CHILE DIVISION MINISTRO HALES","aw0022345271","a512cc90b2d69313b30a6d22853fea3f","Valentina Santelices",
"a512cc90b2d69313b30a6d22853fea3f","Valentina Santelices","http://datos.infolobby.cl/infolobby/entidad/61704000kr","61704000kr","CODELCO CHILE DIVISION MINISTRO HALES","ag0012720621","a512cc90b2d69313b30a6d22853fea3f","Valentina Santelices",
"a9e88af0540c810805cee2d207dd72ae","María Esperanza Silva Soura","http://datos.infolobby.cl/infolobby/entidad/730435002r","730435002r","Corporación de Actores de Chile / Chile Actores","ae0062186901","a9e88af0540c810805cee2d207dd72ae","María Esperanza Silva Soura",
"a9f4c8e9d36b7b8a82f10a45772d597b","Patricio Herrera","http://datos.infolobby.cl/infolobby/entidad/965794107r","965794107r","Econssa Chile S.A.","am0112241191","a9f4c8e9d36b7b8a82f10a45772d597b","Patricio Herrera",
"aa28155c0a54ce7be80781cb8bad89fd","Marcelo Campos Larraín","http://datos.infolobby.cl/infolobby/entidad/77995210kr","77995210kr","Asesorías en Acuicultura ltda","ad0222360401","aa28155c0a54ce7be80781cb8bad89fd","Marcelo Campos Larraín",
"aa28155c0a54ce7be80781cb8bad89fd","Marcelo Campos Larraín","http://datos.infolobby.cl/infolobby/entidad/77995210kr","77995210kr","Asesorías en Acuicultura ltda","ah0102253501","aa28155c0a54ce7be80781cb8bad89fd","Marcelo Campos Larraín",
"abed77530019dc3b225a569df167a837","Luis Andrés Ulloa Martínez","http://datos.infolobby.cl/infolobby/entidad/761970836r","761970836r","INVERSIONES FRONTERA SUR SPA","am0062223161","abed77530019dc3b225a569df167a837","Luis Andrés Ulloa Martínez",
"b98d13ec361b29e8dba481a348066af3","Miguel Flores Vargas","http://datos.infolobby.cl/infolobby/entidad/769818200r","769818200r","Azerta Comunicaciones","mu0672398991","b98d13ec361b29e8dba481a348066af3","Miguel Flores Vargas",
"b9b74ff90befadf8e3e5d8698f50e694","William Rudston Faulconer Pettit","http://datos.infolobby.cl/infolobby/entidad/763652769r","763652769r","Espejo de Antofagasta","mu2012193791","b9b74ff90befadf8e3e5d8698f50e694","William Rudston Faulconer Pettit",
"ba6bb7b94e9b7c6e95a40fa53375a7ec","manuel jesus donoso oyarce Donoso Oyarce","http://datos.infolobby.cl/infolobby/entidad/798228404r","798228404r","Browse Ingeniería de Software S.A.","mu1252238031","ba6bb7b94e9b7c6e95a40fa53375a7ec","manuel jesus donoso oyarce Donoso Oyarce",
"ba711ecd8a2dcaabb689f7438add4f0f","DAVID RIVERA BELLO","http://datos.infolobby.cl/infolobby/entidad/762310066r","762310066r","SITUS E.I.R.L","mu2302330091","ba711ecd8a2dcaabb689f7438add4f0f","DAVID RIVERA BELLO",
"bcdb7a3d1e614ed6cb7366806597087e","monica rivera","http://datos.infolobby.cl/infolobby/entidad/761620479r","761620479r","Riverambiente Consultores","aw0042195041","bcdb7a3d1e614ed6cb7366806597087e","monica rivera",
"bcdb7a3d1e614ed6cb7366806597087e","monica rivera","http://datos.infolobby.cl/infolobby/entidad/761620479r","761620479r","Riverambiente Consultores","aw0042234171","bcdb7a3d1e614ed6cb7366806597087e","monica rivera",
"bd768f48e2f687163838eb583c4dd0db","Thomas Muller","http://datos.infolobby.cl/infolobby/entidad/760482862r","760482862r","SERVAN E.I.R.L.","ap0032279251","bd768f48e2f687163838eb583c4dd0db","Thomas Muller",
"bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes","http://datos.infolobby.cl/infolobby/entidad/733916001r","733916001r","FUNDACIÓN PARA LA PROMOCIÓN DEL DESARROLLO SUSTENTABLE (TERRAM)","aw0022289301","bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes",
"bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes","http://datos.infolobby.cl/infolobby/entidad/733916001r","733916001r","FUNDACIÓN PARA LA PROMOCIÓN DEL DESARROLLO SUSTENTABLE (TERRAM)","am0062261241","bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes",
"bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes","http://datos.infolobby.cl/infolobby/entidad/733916001r","733916001r","FUNDACIÓN PARA LA PROMOCIÓN DEL DESARROLLO SUSTENTABLE (TERRAM)","am0062261251","bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes",
"bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes","http://datos.infolobby.cl/infolobby/entidad/733916001r","733916001r","FUNDACIÓN PARA LA PROMOCIÓN DEL DESARROLLO SUSTENTABLE (TERRAM)","aw0032271491","bf28714dbb4422f576b2253d4c9b8153","flavia liberona cespedes",
"c180774d61d688e703aedad10f2349ca","WALDO MARTINEZ RIQUELME","http://datos.infolobby.cl/infolobby/entidad/692d9bcfca61f98e31709cae7818882e","692d9bcfca61f98e31709cae7818882e","Waldo Martínez Riquelme","mu313au17421","c180774d61d688e703aedad10f2349ca","WALDO MARTINEZ RIQUELME",
"c5aeb6017ccd60882182e0a5281f6890","Martín Santa María","http://datos.infolobby.cl/infolobby/entidad/796427701r","796427701r","Guerrero Olivos","aw0042330861","c5aeb6017ccd60882182e0a5281f6890","Martín Santa María",
"c7f942ac1f955c27e01f4a7e8907868e","Cristián AriasFilippi","http://datos.infolobby.cl/infolobby/entidad/762573792r","762573792r","INTERCHILE SA","ar0032218751","c7f942ac1f955c27e01f4a7e8907868e","Cristián AriasFilippi",
"c8eba4f21787ec3f5e38be7556a8fa2c","Javier Urzua Rodríguez","http://datos.infolobby.cl/infolobby/entidad/946360007r","946360007r","Galilea S.A. de Ingeniería y Construcción","mu0422197781","c8eba4f21787ec3f5e38be7556a8fa2c","Javier Urzua Rodríguez",
"c8ef77aec60ff7f4be9094ea5b8de0c5","Marcela Alejandra Farías Orellana","http://datos.infolobby.cl/infolobby/entidad/773724601r","773724601r","Imagemaker","aj0092234271","c8ef77aec60ff7f4be9094ea5b8de0c5","Marcela Alejandra Farías Orellana",
"c9e8bd093c36db9222baff80be54b055","CRISTOBAL CEA","http://datos.infolobby.cl/infolobby/entidad/76371585kr","76371585kr","Arquigraf","mu2302308661","c9e8bd093c36db9222baff80be54b055","CRISTOBAL CEA",
"cb052533da9ea6dcb146d0bc49d42589","EDUARDO CARLOS MONJES ZAPATA","http://datos.infolobby.cl/infolobby/entidad/78543580kr","78543580kr","COMPAÑIA MINERA CERRO BAYO LTDA.","aw0042305781","cb052533da9ea6dcb146d0bc49d42589","EDUARDO CARLOS MONJES ZAPATA",
"cc6425fb297207a4712e3d5d5903248b","María Trinidad Steinert Herrera","http://datos.infolobby.cl/infolobby/entidad/65868440kr","65868440kr","Asociación de Fiscales","ab0012345261","cc6425fb297207a4712e3d5d5903248b","María Trinidad Steinert Herrera",
"cf03b054bdb1f2bfefcc39b903951e17","Alfredo Irarrázaval","http://datos.infolobby.cl/infolobby/entidad/650937546r","650937546r","COOPERATIVA DE EMPRESARIOS PESQUEROS PARA EL DESARROLLO, COMERCIALIZACIÓN Y EXPORTACIÓN DE PRODUCTOS DEL MAR","ah0022254021","cf03b054bdb1f2bfefcc39b903951e17","Alfredo Irarrázaval",
"d08c36b42531441a35d1e9d83ec70965","Asociación Gremial de Instituciones de Infancia","http://datos.infolobby.cl/infolobby/entidad/650364007r","650364007r","ONG PAICABI","ak0042248231","d08c36b42531441a35d1e9d83ec70965","Asociación Gremial de Instituciones de Infancia",
"d0aa86f95abb5170156471f75e39637f","Salvador Villarino","http://datos.infolobby.cl/infolobby/entidad/717369009r","717369009r","ANDESS AG","am0012291071","d0aa86f95abb5170156471f75e39637f","Salvador Villarino",
"d209077898f2e2aa08fb375726640a34","MARCELO CORTES","http://datos.infolobby.cl/infolobby/entidad/762966387r","762966387r","SCM Berta","as0042342011","d209077898f2e2aa08fb375726640a34","MARCELO CORTES",
"d209077898f2e2aa08fb375726640a34","MARCELO CORTES","http://datos.infolobby.cl/infolobby/entidad/762966387r","762966387r","SCM Berta","as0042292861","d209077898f2e2aa08fb375726640a34","MARCELO CORTES",
"d4b7dfb11ec92db9afe1720576adf6bc","MAX ENCINA","http://datos.infolobby.cl/infolobby/entidad/966418605r","966418605r","INMOBILIARIA PY","mu2662307311","d4b7dfb11ec92db9afe1720576adf6bc","MAX ENCINA",
"d4b7dfb11ec92db9afe1720576adf6bc","MAX ENCINA","http://datos.infolobby.cl/infolobby/entidad/966418605r","966418605r","INMOBILIARIA PY","ap0012253781","d4b7dfb11ec92db9afe1720576adf6bc","MAX ENCINA",
"d4b7dfb11ec92db9afe1720576adf6bc","MAX ENCINA","http://datos.infolobby.cl/infolobby/entidad/966418605r","966418605r","INMOBILIARIA PY","mu2602250231","d4b7dfb11ec92db9afe1720576adf6bc","MAX ENCINA",
"d68351faba81edd4c4eeb367e5f08908","Marcos Büchi Buc","http://datos.infolobby.cl/infolobby/entidad/764568001r","764568001r","Mina Invierno","ah0042254201","d68351faba81edd4c4eeb367e5f08908","Marcos Büchi Buc",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","ap0082299901","d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz",
"db547e2c94c04ca896b5caed97661914","MARIO BORQUEZ","http://datos.infolobby.cl/infolobby/entidad/700200302r","700200302r","CONAVICOOP","am0102261721","db547e2c94c04ca896b5caed97661914","MARIO BORQUEZ",
"dc65a5cb2c6c8b8abe3ab82ab387d9ab","consuelo valeska vasquez tapia","http://datos.infolobby.cl/infolobby/entidad/690710005r","690710005r","Ilustre Municipalidad de Quinta Normal","mu2572234941","dc65a5cb2c6c8b8abe3ab82ab387d9ab","consuelo valeska vasquez tapia",
"ddf3559bb2bda95daebe3a0ba762930c","Wilson Pais","http://datos.infolobby.cl/infolobby/entidad/966337605r","966337605r","Microsoft Chile S.A.","aj0182344471","ddf3559bb2bda95daebe3a0ba762930c","Wilson Pais",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu0812632801","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu0812632691","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu0812632691","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu0812632801","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","ap0082300681","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","ap0082300681","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu2662290801","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu2662290801","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","ap0082253211","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","ap0082253211","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","ap0082198861","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu2662218481","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu2662218481","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"d9656612e15f18708c186290af0ce2e1","Mitzi Seguel Ortiz","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu2662220191","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"0626ebb8955a7b6fba4251b08892e6a9","Mario Ramirez","http://datos.infolobby.cl/infolobby/entidad/762823861r","762823861r","Inmobiliaria Cruzero","mu2662220191","de46d9749c991c6cf717273d5e8ebdbf","Inmobiliaria Cruzero No informado",
"e0010536ba090b17492edd6eee1a9031","Amira Rebeca Lecompte Leon","http://datos.infolobby.cl/infolobby/entidad/235833891r","235833891r","DISAM","ap0162342271","e0010536ba090b17492edd6eee1a9031","Amira Rebeca Lecompte Leon",
"e07f86fa171e71b664958256fb06c736","Rodrigo Rivas Martinez","http://datos.infolobby.cl/infolobby/entidad/779672301r","779672301r","Rivas y Asociados Consultores Ltda.","aw0042281761","e07f86fa171e71b664958256fb06c736","Rodrigo Rivas Martinez",
"e4e818270cacf3599e507eceecce237f","Nicolas Claude","http://datos.infolobby.cl/infolobby/entidad/764660684r","764660684r","Sociedad Concesionaria Nuevo Pudahuel S. A.","am0012459131","e4e818270cacf3599e507eceecce237f","Nicolas Claude",
"e4e818270cacf3599e507eceecce237f","Nicolas Claude","http://datos.infolobby.cl/infolobby/entidad/764660684r","764660684r","Sociedad Concesionaria Nuevo Pudahuel S. A.","am0012346101","e4e818270cacf3599e507eceecce237f","Nicolas Claude",
"e4e818270cacf3599e507eceecce237f","Nicolas Claude","http://datos.infolobby.cl/infolobby/entidad/764660684r","764660684r","Sociedad Concesionaria Nuevo Pudahuel S. A.","am0142334011","e4e818270cacf3599e507eceecce237f","Nicolas Claude",
"e4e818270cacf3599e507eceecce237f","Nicolas Claude","http://datos.infolobby.cl/infolobby/entidad/764660684r","764660684r","Sociedad Concesionaria Nuevo Pudahuel S. A.","ad0202273261","e4e818270cacf3599e507eceecce237f","Nicolas Claude",
"e4e818270cacf3599e507eceecce237f","Nicolas Claude","http://datos.infolobby.cl/infolobby/entidad/764660684r","764660684r","Sociedad Concesionaria Nuevo Pudahuel S. A.","am0142230891","e4e818270cacf3599e507eceecce237f","Nicolas Claude",
"e54019f3a3354db6bb3af3867f63bd02","jorge letelier lynch","http://datos.infolobby.cl/infolobby/entidad/884818001r","884818001r","Icafal Ingenieria Construccion","am0142230611","e54019f3a3354db6bb3af3867f63bd02","jorge letelier lynch",
"e7c11c0482af91fc8f179c5486346a6a","Gonzalo Mardones Bravo","http://datos.infolobby.cl/infolobby/entidad/785315405r","785315405r","Compañía Industrial y Construcciones Mardones Limitada","am0102303101","e7c11c0482af91fc8f179c5486346a6a","Gonzalo Mardones Bravo",
"e9de41567954c8e1a47b09d70d9ad335","Cristóbal Bascuñán Illanes","http://datos.infolobby.cl/infolobby/entidad/936590004r","936590004r","Constructora Salfa S.A","ab0152330521","e9de41567954c8e1a47b09d70d9ad335","Cristóbal Bascuñán Illanes",
"ea7b0b3743fe2fb2116de6e6408acc2a","Jorge Claure Guzmán","http://datos.infolobby.cl/infolobby/entidad/761562789r","761562789r","Altagest Limitada","aq0012213671","ea7b0b3743fe2fb2116de6e6408acc2a","Jorge Claure Guzmán",
"ed2b427fa3b73c11cd8b8f1350f87d36","Paulina Sandoval","http://datos.infolobby.cl/infolobby/entidad/763766454r","763766454r","Asesorías e Inversiones Cubillos Evans Limitada","aj0012200861","ed2b427fa3b73c11cd8b8f1350f87d36","Paulina Sandoval",
"ee055930808751efca78a7abd74a68bb","Dario Di Leonardo","http://datos.infolobby.cl/infolobby/entidad/763638022r","763638022r","RENERGETICA CHILE SPA","aw0042246851","ee055930808751efca78a7abd74a68bb","Dario Di Leonardo",
"f08d2ec4a3235d48792f26a571741f00","Jorge Luis Varela del Solar","http://datos.infolobby.cl/infolobby/entidad/902660003r","902660003r","Enaex S.A.","ad0132565001","f08d2ec4a3235d48792f26a571741f00","Jorge Luis Varela del Solar",
"f1f4ca467e4dba73c35fcccd07b1bc4a","Segundo Alejandro Steilen Navarro","http://datos.infolobby.cl/infolobby/entidad/655549900r","655549900r","SINDICAL","ar0012348321","f1f4ca467e4dba73c35fcccd07b1bc4a","Segundo Alejandro Steilen Navarro",
"f4d7479b1a8aa3f654bb85f3148beb23","William Gysling Rodríguez","http://datos.infolobby.cl/infolobby/entidad/765388244r","765388244r","Energías Victoria SpA","aw0032211171","f4d7479b1a8aa3f654bb85f3148beb23","William Gysling Rodríguez",
"f61ccc06d0f12b750666b33b841136eb","Enrique Eugenio Vergara Cruz","http://datos.infolobby.cl/infolobby/entidad/946360007r","946360007r","Galilea S.A. de Ingeniería y Construcción","mu0612263441","f61ccc06d0f12b750666b33b841136eb","Enrique Eugenio Vergara Cruz",
"f6b4de457057938ce4b444fd47f96247","Héctor Andrés Garrido Sepúlveda","http://datos.infolobby.cl/infolobby/entidad/760162221r","760162221r","Complejo Industrial Molynor S.A.","mu2812195101","f6b4de457057938ce4b444fd47f96247","Héctor Andrés Garrido Sepúlveda",
"9386e0de84e5d4d92b4378acb3b2a26d","Rodolfo Chritian Westhoff Podestá","http://datos.infolobby.cl/infolobby/entidad/784314200r","784314200r","Gestión Ambiental S.A.","aw0042202761","f90fe02a81a5eee38f7d1562005c969f","Ambrosio García Huidobro Correa",
"35f197b149e37adf88471ddb143f2fba","FELIPE IGNACIO MENESES SOTELO","http://datos.infolobby.cl/infolobby/entidad/870105002r","870105002r","Carey y Cia. Limitada","aw0042202761","f90fe02a81a5eee38f7d1562005c969f","Ambrosio García Huidobro Correa",
"fa1af3f156e5e43595edb7b33805e5fd","Marcia Lagos Parra","http://datos.infolobby.cl/infolobby/entidad/797755508r","797755508r","IP DE CHILE S.A.","aj0012191901","fa1af3f156e5e43595edb7b33805e5fd","Marcia Lagos Parra",
"fb610650008a9f85d7db7e0a2a3d2e90","MARIA INES HERRERA ABALOS","http://datos.infolobby.cl/infolobby/entidad/761292633r","761292633r","Agrosuper SA","mu0512183041","fb610650008a9f85d7db7e0a2a3d2e90","MARIA INES HERRERA ABALOS",
"fc7883ca777a9a2bdaf47c21ec395b06","MaríadelosAngeles IbáñezBrowne","http://datos.infolobby.cl/infolobby/entidad/650184882r","650184882r","Corporacion de Organizaciones Solidarias","ap0012323111","fc7883ca777a9a2bdaf47c21ec395b06","MaríadelosAngeles IbáñezBrowne",
